etfCode,name,missingField,coverageScore
123320,TIGER 레버리지,issuer,0.45
123320,TIGER 레버리지,benchmarkName,0.45
123320,TIGER 레버리지,descriptions,0.45
123320,TIGER 레버리지,distribution,0.45
123320,TIGER 레버리지,sectorCountryWeights,0.45
123320,TIGER 레버리지,feesAndAssets,0.45
131890,ACE 삼성그룹동일가중,issuer,0.35
131890,ACE 삼성그룹동일가중,benchmarkName,0.35
131890,ACE 삼성그룹동일가중,descriptions,0.35
131890,ACE 삼성그룹동일가중,strategyFacts,0.35
131890,ACE 삼성그룹동일가중,distribution,0.35
131890,ACE 삼성그룹동일가중,sectorCountryWeights,0.35
131890,ACE 삼성그룹동일가중,feesAndAssets,0.35
132030,KODEX 골드선물(H),descriptions,0.55
132030,KODEX 골드선물(H),holdings,0.55
132030,KODEX 골드선물(H),sectorCountryWeights,0.55
133690,TIGER 미국나스닥100,descriptions,0.55
133690,TIGER 미국나스닥100,holdings,0.55
133690,TIGER 미국나스닥100,sectorCountryWeights,0.55
138520,TIGER 삼성그룹,issuer,0.35
138520,TIGER 삼성그룹,benchmarkName,0.35
138520,TIGER 삼성그룹,descriptions,0.35
138520,TIGER 삼성그룹,strategyFacts,0.35
138520,TIGER 삼성그룹,distribution,0.35
138520,TIGER 삼성그룹,sectorCountryWeights,0.35
138520,TIGER 삼성그룹,feesAndAssets,0.35
138530,TIGER LG그룹플러스,issuer,0.35
138530,TIGER LG그룹플러스,benchmarkName,0.35
138530,TIGER LG그룹플러스,descriptions,0.35
138530,TIGER LG그룹플러스,strategyFacts,0.35
138530,TIGER LG그룹플러스,distribution,0.35
138530,TIGER LG그룹플러스,sectorCountryWeights,0.35
138530,TIGER LG그룹플러스,feesAndAssets,0.35
138540,TIGER 현대차그룹플러스,issuer,0.35
138540,TIGER 현대차그룹플러스,benchmarkName,0.35
138540,TIGER 현대차그룹플러스,descriptions,0.35
138540,TIGER 현대차그룹플러스,strategyFacts,0.35
138540,TIGER 현대차그룹플러스,distribution,0.35
138540,TIGER 현대차그룹플러스,sectorCountryWeights,0.35
138540,TIGER 현대차그룹플러스,feesAndAssets,0.35
139220,TIGER 200 건설,issuer,0.35
139220,TIGER 200 건설,benchmarkName,0.35
139220,TIGER 200 건설,descriptions,0.35
139220,TIGER 200 건설,strategyFacts,0.35
139220,TIGER 200 건설,distribution,0.35
139220,TIGER 200 건설,sectorCountryWeights,0.35
139220,TIGER 200 건설,feesAndAssets,0.35
139230,TIGER 200 중공업,issuer,0.35
139230,TIGER 200 중공업,benchmarkName,0.35
139230,TIGER 200 중공업,descriptions,0.35
139230,TIGER 200 중공업,strategyFacts,0.35
139230,TIGER 200 중공업,distribution,0.35
139230,TIGER 200 중공업,sectorCountryWeights,0.35
139230,TIGER 200 중공업,feesAndAssets,0.35
139240,TIGER 200 철강소재,issuer,0.35
139240,TIGER 200 철강소재,benchmarkName,0.35
139240,TIGER 200 철강소재,descriptions,0.35
139240,TIGER 200 철강소재,strategyFacts,0.35
139240,TIGER 200 철강소재,distribution,0.35
139240,TIGER 200 철강소재,sectorCountryWeights,0.35
139240,TIGER 200 철강소재,feesAndAssets,0.35
139250,TIGER 200 에너지화학,issuer,0.35
139250,TIGER 200 에너지화학,benchmarkName,0.35
139250,TIGER 200 에너지화학,descriptions,0.35
139250,TIGER 200 에너지화학,strategyFacts,0.35
139250,TIGER 200 에너지화학,distribution,0.35
139250,TIGER 200 에너지화학,sectorCountryWeights,0.35
139250,TIGER 200 에너지화학,feesAndAssets,0.35
139260,TIGER 200 IT,issuer,0.35
139260,TIGER 200 IT,benchmarkName,0.35
139260,TIGER 200 IT,descriptions,0.35
139260,TIGER 200 IT,strategyFacts,0.35
139260,TIGER 200 IT,distribution,0.35
139260,TIGER 200 IT,sectorCountryWeights,0.35
139260,TIGER 200 IT,feesAndAssets,0.35
139270,TIGER 200 금융,issuer,0.35
139270,TIGER 200 금융,benchmarkName,0.35
139270,TIGER 200 금융,descriptions,0.35
139270,TIGER 200 금융,strategyFacts,0.35
139270,TIGER 200 금융,distribution,0.35
139270,TIGER 200 금융,sectorCountryWeights,0.35
139270,TIGER 200 금융,feesAndAssets,0.35
139280,TIGER 경기방어,issuer,0.35
139280,TIGER 경기방어,benchmarkName,0.35
139280,TIGER 경기방어,descriptions,0.35
139280,TIGER 경기방어,strategyFacts,0.35
139280,TIGER 경기방어,distribution,0.35
139280,TIGER 경기방어,sectorCountryWeights,0.35
139280,TIGER 경기방어,feesAndAssets,0.35
139290,TIGER 200 경기소비재,issuer,0.35
139290,TIGER 200 경기소비재,benchmarkName,0.35
139290,TIGER 200 경기소비재,descriptions,0.35
139290,TIGER 200 경기소비재,strategyFacts,0.35
139290,TIGER 200 경기소비재,distribution,0.35
139290,TIGER 200 경기소비재,sectorCountryWeights,0.35
139290,TIGER 200 경기소비재,feesAndAssets,0.35
140570,RISE 수출주,issuer,0.35
140570,RISE 수출주,benchmarkName,0.35
140570,RISE 수출주,descriptions,0.35
140570,RISE 수출주,strategyFacts,0.35
140570,RISE 수출주,distribution,0.35
140570,RISE 수출주,sectorCountryWeights,0.35
140570,RISE 수출주,feesAndAssets,0.35
140580,RISE 우량업종대표주,issuer,0.35
140580,RISE 우량업종대표주,benchmarkName,0.35
140580,RISE 우량업종대표주,descriptions,0.35
140580,RISE 우량업종대표주,strategyFacts,0.35
140580,RISE 우량업종대표주,distribution,0.35
140580,RISE 우량업종대표주,sectorCountryWeights,0.35
140580,RISE 우량업종대표주,feesAndAssets,0.35
140700,KODEX 보험,issuer,0.35
140700,KODEX 보험,benchmarkName,0.35
140700,KODEX 보험,descriptions,0.35
140700,KODEX 보험,strategyFacts,0.35
140700,KODEX 보험,distribution,0.35
140700,KODEX 보험,sectorCountryWeights,0.35
140700,KODEX 보험,feesAndAssets,0.35
140710,KODEX 운송,issuer,0.35
140710,KODEX 운송,benchmarkName,0.35
140710,KODEX 운송,descriptions,0.35
140710,KODEX 운송,strategyFacts,0.35
140710,KODEX 운송,distribution,0.35
140710,KODEX 운송,sectorCountryWeights,0.35
140710,KODEX 운송,feesAndAssets,0.35
140950,파워 코스피100,issuer,0.35
140950,파워 코스피100,benchmarkName,0.35
140950,파워 코스피100,descriptions,0.35
140950,파워 코스피100,strategyFacts,0.35
140950,파워 코스피100,distribution,0.35
140950,파워 코스피100,sectorCountryWeights,0.35
140950,파워 코스피100,feesAndAssets,0.35
143860,TIGER 헬스케어,issuer,0.35
143860,TIGER 헬스케어,benchmarkName,0.35
143860,TIGER 헬스케어,descriptions,0.35
143860,TIGER 헬스케어,strategyFacts,0.35
143860,TIGER 헬스케어,distribution,0.35
143860,TIGER 헬스케어,sectorCountryWeights,0.35
143860,TIGER 헬스케어,feesAndAssets,0.35
145670,ACE 인버스,issuer,0.45
145670,ACE 인버스,benchmarkName,0.45
145670,ACE 인버스,descriptions,0.45
145670,ACE 인버스,distribution,0.45
145670,ACE 인버스,sectorCountryWeights,0.45
145670,ACE 인버스,feesAndAssets,0.45
145850,TREX 펀더멘탈 200,issuer,0.35
145850,TREX 펀더멘탈 200,benchmarkName,0.35
145850,TREX 펀더멘탈 200,descriptions,0.35
145850,TREX 펀더멘탈 200,strategyFacts,0.35
145850,TREX 펀더멘탈 200,distribution,0.35
145850,TREX 펀더멘탈 200,sectorCountryWeights,0.35
145850,TREX 펀더멘탈 200,feesAndAssets,0.35
147970,TIGER 모멘텀,issuer,0.35
147970,TIGER 모멘텀,benchmarkName,0.35
147970,TIGER 모멘텀,descriptions,0.35
147970,TIGER 모멘텀,strategyFacts,0.35
147970,TIGER 모멘텀,distribution,0.35
147970,TIGER 모멘텀,sectorCountryWeights,0.35
147970,TIGER 모멘텀,feesAndAssets,0.35
148020,RISE 200,issuer,0.35
148020,RISE 200,benchmarkName,0.35
148020,RISE 200,descriptions,0.35
148020,RISE 200,strategyFacts,0.35
148020,RISE 200,distribution,0.35
148020,RISE 200,sectorCountryWeights,0.35
148020,RISE 200,feesAndAssets,0.35
150460,TIGER 중국소비테마,issuer,0.35
150460,TIGER 중국소비테마,benchmarkName,0.35
150460,TIGER 중국소비테마,descriptions,0.35
150460,TIGER 중국소비테마,strategyFacts,0.35
150460,TIGER 중국소비테마,distribution,0.35
150460,TIGER 중국소비테마,sectorCountryWeights,0.35
150460,TIGER 중국소비테마,feesAndAssets,0.35
152100,PLUS 200,issuer,0.35
152100,PLUS 200,benchmarkName,0.35
152100,PLUS 200,descriptions,0.35
152100,PLUS 200,strategyFacts,0.35
152100,PLUS 200,distribution,0.35
152100,PLUS 200,sectorCountryWeights,0.35
152100,PLUS 200,feesAndAssets,0.35
152500,ACE 레버리지,issuer,0.45
152500,ACE 레버리지,benchmarkName,0.45
152500,ACE 레버리지,descriptions,0.45
152500,ACE 레버리지,distribution,0.45
152500,ACE 레버리지,sectorCountryWeights,0.45
152500,ACE 레버리지,feesAndAssets,0.45
152870,파워 200,issuer,0.35
152870,파워 200,benchmarkName,0.35
152870,파워 200,descriptions,0.35
152870,파워 200,strategyFacts,0.35
152870,파워 200,distribution,0.35
152870,파워 200,sectorCountryWeights,0.35
152870,파워 200,feesAndAssets,0.35
153270,KIWOOM 코스피100,issuer,0.35
153270,KIWOOM 코스피100,benchmarkName,0.35
153270,KIWOOM 코스피100,descriptions,0.35
153270,KIWOOM 코스피100,strategyFacts,0.35
153270,KIWOOM 코스피100,distribution,0.35
153270,KIWOOM 코스피100,sectorCountryWeights,0.35
153270,KIWOOM 코스피100,feesAndAssets,0.35
156080,KODEX MSCI Korea,issuer,0.35
156080,KODEX MSCI Korea,benchmarkName,0.35
156080,KODEX MSCI Korea,descriptions,0.35
156080,KODEX MSCI Korea,strategyFacts,0.35
156080,KODEX MSCI Korea,distribution,0.35
156080,KODEX MSCI Korea,sectorCountryWeights,0.35
156080,KODEX MSCI Korea,feesAndAssets,0.35
157490,TIGER 소프트웨어,issuer,0.35
157490,TIGER 소프트웨어,benchmarkName,0.35
157490,TIGER 소프트웨어,descriptions,0.35
157490,TIGER 소프트웨어,strategyFacts,0.35
157490,TIGER 소프트웨어,distribution,0.35
157490,TIGER 소프트웨어,sectorCountryWeights,0.35
157490,TIGER 소프트웨어,feesAndAssets,0.35
157500,TIGER 증권,issuer,0.35
157500,TIGER 증권,benchmarkName,0.35
157500,TIGER 증권,descriptions,0.35
157500,TIGER 증권,strategyFacts,0.35
157500,TIGER 증권,distribution,0.35
157500,TIGER 증권,sectorCountryWeights,0.35
157500,TIGER 증권,feesAndAssets,0.35
159800,마이티 코스피100,issuer,0.35
159800,마이티 코스피100,benchmarkName,0.35
159800,마이티 코스피100,descriptions,0.35
159800,마이티 코스피100,strategyFacts,0.35
159800,마이티 코스피100,distribution,0.35
159800,마이티 코스피100,sectorCountryWeights,0.35
159800,마이티 코스피100,feesAndAssets,0.35
161510,PLUS 고배당주,issuer,0.35
161510,PLUS 고배당주,benchmarkName,0.35
161510,PLUS 고배당주,descriptions,0.35
161510,PLUS 고배당주,strategyFacts,0.35
161510,PLUS 고배당주,distribution,0.35
161510,PLUS 고배당주,sectorCountryWeights,0.35
161510,PLUS 고배당주,feesAndAssets,0.35
166400,TIGER 200커버드콜OTM,issuer,0.45
166400,TIGER 200커버드콜OTM,benchmarkName,0.45
166400,TIGER 200커버드콜OTM,descriptions,0.45
166400,TIGER 200커버드콜OTM,distribution,0.45
166400,TIGER 200커버드콜OTM,sectorCountryWeights,0.45
166400,TIGER 200커버드콜OTM,feesAndAssets,0.45
174350,TIGER 로우볼,issuer,0.35
174350,TIGER 로우볼,benchmarkName,0.35
174350,TIGER 로우볼,descriptions,0.35
174350,TIGER 로우볼,strategyFacts,0.35
174350,TIGER 로우볼,distribution,0.35
174350,TIGER 로우볼,sectorCountryWeights,0.35
174350,TIGER 로우볼,feesAndAssets,0.35
192720,파워 고배당저변동성,issuer,0.35
192720,파워 고배당저변동성,benchmarkName,0.35
192720,파워 고배당저변동성,descriptions,0.35
192720,파워 고배당저변동성,strategyFacts,0.35
192720,파워 고배당저변동성,distribution,0.35
192720,파워 고배당저변동성,sectorCountryWeights,0.35
192720,파워 고배당저변동성,feesAndAssets,0.35
203780,TIGER 미국나스닥바이오,descriptions,0.55
203780,TIGER 미국나스닥바이오,holdings,0.55
203780,TIGER 미국나스닥바이오,sectorCountryWeights,0.55
210780,TIGER 코스피고배당,issuer,0.35
210780,TIGER 코스피고배당,benchmarkName,0.35
210780,TIGER 코스피고배당,descriptions,0.35
210780,TIGER 코스피고배당,strategyFacts,0.35
210780,TIGER 코스피고배당,distribution,0.35
210780,TIGER 코스피고배당,sectorCountryWeights,0.35
210780,TIGER 코스피고배당,feesAndAssets,0.35
211560,TIGER 배당성장,issuer,0.35
211560,TIGER 배당성장,benchmarkName,0.35
211560,TIGER 배당성장,descriptions,0.35
211560,TIGER 배당성장,strategyFacts,0.35
211560,TIGER 배당성장,distribution,0.35
211560,TIGER 배당성장,sectorCountryWeights,0.35
211560,TIGER 배당성장,feesAndAssets,0.35
211900,KODEX 코리아배당성장,issuer,0.35
211900,KODEX 코리아배당성장,benchmarkName,0.35
211900,KODEX 코리아배당성장,descriptions,0.35
211900,KODEX 코리아배당성장,strategyFacts,0.35
211900,KODEX 코리아배당성장,distribution,0.35
211900,KODEX 코리아배당성장,sectorCountryWeights,0.35
211900,KODEX 코리아배당성장,feesAndAssets,0.35
213610,KODEX 삼성그룹밸류,issuer,0.35
213610,KODEX 삼성그룹밸류,benchmarkName,0.35
213610,KODEX 삼성그룹밸류,descriptions,0.35
213610,KODEX 삼성그룹밸류,strategyFacts,0.35
213610,KODEX 삼성그룹밸류,distribution,0.35
213610,KODEX 삼성그룹밸류,sectorCountryWeights,0.35
213610,KODEX 삼성그룹밸류,feesAndAssets,0.35
215620,HK S&P코리아로우볼,issuer,0.35
215620,HK S&P코리아로우볼,benchmarkName,0.35
215620,HK S&P코리아로우볼,descriptions,0.35
215620,HK S&P코리아로우볼,strategyFacts,0.35
215620,HK S&P코리아로우볼,distribution,0.35
215620,HK S&P코리아로우볼,sectorCountryWeights,0.35
215620,HK S&P코리아로우볼,feesAndAssets,0.35
223190,KODEX 200가치저변동,issuer,0.35
223190,KODEX 200가치저변동,benchmarkName,0.35
223190,KODEX 200가치저변동,descriptions,0.35
223190,KODEX 200가치저변동,strategyFacts,0.35
223190,KODEX 200가치저변동,distribution,0.35
223190,KODEX 200가치저변동,sectorCountryWeights,0.35
223190,KODEX 200가치저변동,feesAndAssets,0.35
225800,KIWOOM 미국달러선물레버리지,issuer,0.45
225800,KIWOOM 미국달러선물레버리지,benchmarkName,0.45
225800,KIWOOM 미국달러선물레버리지,descriptions,0.45
225800,KIWOOM 미국달러선물레버리지,distribution,0.45
225800,KIWOOM 미국달러선물레버리지,sectorCountryWeights,0.45
225800,KIWOOM 미국달러선물레버리지,feesAndAssets,0.45
226380,ACE Fn성장소비주도주,issuer,0.35
226380,ACE Fn성장소비주도주,benchmarkName,0.35
226380,ACE Fn성장소비주도주,descriptions,0.35
226380,ACE Fn성장소비주도주,strategyFacts,0.35
226380,ACE Fn성장소비주도주,distribution,0.35
226380,ACE Fn성장소비주도주,sectorCountryWeights,0.35
226380,ACE Fn성장소비주도주,feesAndAssets,0.35
226490,KODEX 코스피,issuer,0.35
226490,KODEX 코스피,benchmarkName,0.35
226490,KODEX 코스피,descriptions,0.35
226490,KODEX 코스피,strategyFacts,0.35
226490,KODEX 코스피,distribution,0.35
226490,KODEX 코스피,sectorCountryWeights,0.35
226490,KODEX 코스피,feesAndAssets,0.35
226980,KODEX 200 중소형,issuer,0.35
226980,KODEX 200 중소형,benchmarkName,0.35
226980,KODEX 200 중소형,descriptions,0.35
226980,KODEX 200 중소형,strategyFacts,0.35
226980,KODEX 200 중소형,distribution,0.35
226980,KODEX 200 중소형,sectorCountryWeights,0.35
226980,KODEX 200 중소형,feesAndAssets,0.35
227540,TIGER 200 헬스케어,issuer,0.35
227540,TIGER 200 헬스케어,benchmarkName,0.35
227540,TIGER 200 헬스케어,descriptions,0.35
227540,TIGER 200 헬스케어,strategyFacts,0.35
227540,TIGER 200 헬스케어,distribution,0.35
227540,TIGER 200 헬스케어,sectorCountryWeights,0.35
227540,TIGER 200 헬스케어,feesAndAssets,0.35
227550,TIGER 200 산업재,issuer,0.35
227550,TIGER 200 산업재,benchmarkName,0.35
227550,TIGER 200 산업재,descriptions,0.35
227550,TIGER 200 산업재,strategyFacts,0.35
227550,TIGER 200 산업재,distribution,0.35
227550,TIGER 200 산업재,sectorCountryWeights,0.35
227550,TIGER 200 산업재,feesAndAssets,0.35
227560,TIGER 200 생활소비재,issuer,0.35
227560,TIGER 200 생활소비재,benchmarkName,0.35
227560,TIGER 200 생활소비재,descriptions,0.35
227560,TIGER 200 생활소비재,strategyFacts,0.35
227560,TIGER 200 생활소비재,distribution,0.35
227560,TIGER 200 생활소비재,sectorCountryWeights,0.35
227560,TIGER 200 생활소비재,feesAndAssets,0.35
227570,TIGER 우량가치,issuer,0.35
227570,TIGER 우량가치,benchmarkName,0.35
227570,TIGER 우량가치,descriptions,0.35
227570,TIGER 우량가치,strategyFacts,0.35
227570,TIGER 우량가치,distribution,0.35
227570,TIGER 우량가치,sectorCountryWeights,0.35
227570,TIGER 우량가치,feesAndAssets,0.35
227830,PLUS 코스피,issuer,0.35
227830,PLUS 코스피,benchmarkName,0.35
227830,PLUS 코스피,descriptions,0.35
227830,PLUS 코스피,strategyFacts,0.35
227830,PLUS 코스피,distribution,0.35
227830,PLUS 코스피,sectorCountryWeights,0.35
227830,PLUS 코스피,feesAndAssets,0.35
228790,TIGER 화장품,issuer,0.35
228790,TIGER 화장품,benchmarkName,0.35
228790,TIGER 화장품,descriptions,0.35
228790,TIGER 화장품,strategyFacts,0.35
228790,TIGER 화장품,distribution,0.35
228790,TIGER 화장품,sectorCountryWeights,0.35
228790,TIGER 화장품,feesAndAssets,0.35
228800,TIGER 여행레저,issuer,0.35
228800,TIGER 여행레저,benchmarkName,0.35
228800,TIGER 여행레저,descriptions,0.35
228800,TIGER 여행레저,strategyFacts,0.35
228800,TIGER 여행레저,distribution,0.35
228800,TIGER 여행레저,sectorCountryWeights,0.35
228800,TIGER 여행레저,feesAndAssets,0.35
228810,TIGER 미디어컨텐츠,issuer,0.35
228810,TIGER 미디어컨텐츠,benchmarkName,0.35
228810,TIGER 미디어컨텐츠,descriptions,0.35
228810,TIGER 미디어컨텐츠,strategyFacts,0.35
228810,TIGER 미디어컨텐츠,distribution,0.35
228810,TIGER 미디어컨텐츠,sectorCountryWeights,0.35
228810,TIGER 미디어컨텐츠,feesAndAssets,0.35
228820,TIGER KTOP30,issuer,0.35
228820,TIGER KTOP30,benchmarkName,0.35
228820,TIGER KTOP30,descriptions,0.35
228820,TIGER KTOP30,strategyFacts,0.35
228820,TIGER KTOP30,distribution,0.35
228820,TIGER KTOP30,sectorCountryWeights,0.35
228820,TIGER KTOP30,feesAndAssets,0.35
229200,KODEX 코스닥150,issuer,0.35
229200,KODEX 코스닥150,benchmarkName,0.35
229200,KODEX 코스닥150,descriptions,0.35
229200,KODEX 코스닥150,strategyFacts,0.35
229200,KODEX 코스닥150,distribution,0.35
229200,KODEX 코스닥150,sectorCountryWeights,0.35
229200,KODEX 코스닥150,feesAndAssets,0.35
229720,KODEX KTOP30,issuer,0.35
229720,KODEX KTOP30,benchmarkName,0.35
229720,KODEX KTOP30,descriptions,0.35
229720,KODEX KTOP30,strategyFacts,0.35
229720,KODEX KTOP30,distribution,0.35
229720,KODEX KTOP30,sectorCountryWeights,0.35
229720,KODEX KTOP30,feesAndAssets,0.35
230480,KIWOOM 미국달러선물인버스2X,issuer,0.45
230480,KIWOOM 미국달러선물인버스2X,benchmarkName,0.45
230480,KIWOOM 미국달러선물인버스2X,descriptions,0.45
230480,KIWOOM 미국달러선물인버스2X,distribution,0.45
230480,KIWOOM 미국달러선물인버스2X,sectorCountryWeights,0.45
230480,KIWOOM 미국달러선물인버스2X,feesAndAssets,0.45
232080,TIGER 코스닥150,issuer,0.35
232080,TIGER 코스닥150,benchmarkName,0.35
232080,TIGER 코스닥150,descriptions,0.35
232080,TIGER 코스닥150,strategyFacts,0.35
232080,TIGER 코스닥150,distribution,0.35
232080,TIGER 코스닥150,sectorCountryWeights,0.35
232080,TIGER 코스닥150,feesAndAssets,0.35
233160,TIGER 코스닥150 레버리지,issuer,0.45
233160,TIGER 코스닥150 레버리지,benchmarkName,0.45
233160,TIGER 코스닥150 레버리지,descriptions,0.45
233160,TIGER 코스닥150 레버리지,distribution,0.45
233160,TIGER 코스닥150 레버리지,sectorCountryWeights,0.45
233160,TIGER 코스닥150 레버리지,feesAndAssets,0.45
233740,KODEX 코스닥150레버리지,issuer,0.45
233740,KODEX 코스닥150레버리지,benchmarkName,0.45
233740,KODEX 코스닥150레버리지,descriptions,0.45
233740,KODEX 코스닥150레버리지,distribution,0.45
233740,KODEX 코스닥150레버리지,sectorCountryWeights,0.45
233740,KODEX 코스닥150레버리지,feesAndAssets,0.45
234310,RISE V&S셀렉트밸류,issuer,0.35
234310,RISE V&S셀렉트밸류,benchmarkName,0.35
234310,RISE V&S셀렉트밸류,descriptions,0.35
234310,RISE V&S셀렉트밸류,strategyFacts,0.35
234310,RISE V&S셀렉트밸류,distribution,0.35
234310,RISE V&S셀렉트밸류,sectorCountryWeights,0.35
234310,RISE V&S셀렉트밸류,feesAndAssets,0.35
237350,KODEX 코스피100,issuer,0.35
237350,KODEX 코스피100,benchmarkName,0.35
237350,KODEX 코스피100,descriptions,0.35
237350,KODEX 코스피100,strategyFacts,0.35
237350,KODEX 코스피100,distribution,0.35
237350,KODEX 코스피100,sectorCountryWeights,0.35
237350,KODEX 코스피100,feesAndAssets,0.35
243880,TIGER 200IT레버리지,issuer,0.45
243880,TIGER 200IT레버리지,benchmarkName,0.45
243880,TIGER 200IT레버리지,descriptions,0.45
243880,TIGER 200IT레버리지,distribution,0.45
243880,TIGER 200IT레버리지,sectorCountryWeights,0.45
243880,TIGER 200IT레버리지,feesAndAssets,0.45
243890,TIGER 200에너지화학레버리지,issuer,0.45
243890,TIGER 200에너지화학레버리지,benchmarkName,0.45
243890,TIGER 200에너지화학레버리지,descriptions,0.45
243890,TIGER 200에너지화학레버리지,distribution,0.45
243890,TIGER 200에너지화학레버리지,sectorCountryWeights,0.45
243890,TIGER 200에너지화학레버리지,feesAndAssets,0.45
244580,KODEX 바이오,descriptions,0.75
244580,KODEX 바이오,sectorCountryWeights,0.75
244620,KODEX 모멘텀Plus,issuer,0.35
244620,KODEX 모멘텀Plus,benchmarkName,0.35
244620,KODEX 모멘텀Plus,descriptions,0.35
244620,KODEX 모멘텀Plus,strategyFacts,0.35
244620,KODEX 모멘텀Plus,distribution,0.35
244620,KODEX 모멘텀Plus,sectorCountryWeights,0.35
244620,KODEX 모멘텀Plus,feesAndAssets,0.35
244660,KODEX 퀄리티Plus,issuer,0.35
244660,KODEX 퀄리티Plus,benchmarkName,0.35
244660,KODEX 퀄리티Plus,descriptions,0.35
244660,KODEX 퀄리티Plus,strategyFacts,0.35
244660,KODEX 퀄리티Plus,distribution,0.35
244660,KODEX 퀄리티Plus,sectorCountryWeights,0.35
244660,KODEX 퀄리티Plus,feesAndAssets,0.35
244670,KODEX 밸류Plus,issuer,0.35
244670,KODEX 밸류Plus,benchmarkName,0.35
244670,KODEX 밸류Plus,descriptions,0.35
244670,KODEX 밸류Plus,strategyFacts,0.35
244670,KODEX 밸류Plus,distribution,0.35
244670,KODEX 밸류Plus,sectorCountryWeights,0.35
244670,KODEX 밸류Plus,feesAndAssets,0.35
251590,PLUS 고배당저변동50,issuer,0.35
251590,PLUS 고배당저변동50,benchmarkName,0.35
251590,PLUS 고배당저변동50,descriptions,0.35
251590,PLUS 고배당저변동50,strategyFacts,0.35
251590,PLUS 고배당저변동50,distribution,0.35
251590,PLUS 고배당저변동50,sectorCountryWeights,0.35
251590,PLUS 고배당저변동50,feesAndAssets,0.35
252000,TIGER 200동일가중,issuer,0.35
252000,TIGER 200동일가중,benchmarkName,0.35
252000,TIGER 200동일가중,descriptions,0.35
252000,TIGER 200동일가중,strategyFacts,0.35
252000,TIGER 200동일가중,distribution,0.35
252000,TIGER 200동일가중,sectorCountryWeights,0.35
252000,TIGER 200동일가중,feesAndAssets,0.35
252400,RISE 200선물레버리지,issuer,0.45
252400,RISE 200선물레버리지,benchmarkName,0.45
252400,RISE 200선물레버리지,descriptions,0.45
252400,RISE 200선물레버리지,distribution,0.45
252400,RISE 200선물레버리지,sectorCountryWeights,0.45
252400,RISE 200선물레버리지,feesAndAssets,0.45
252410,RISE 200선물인버스,issuer,0.45
252410,RISE 200선물인버스,benchmarkName,0.45
252410,RISE 200선물인버스,descriptions,0.45
252410,RISE 200선물인버스,distribution,0.45
252410,RISE 200선물인버스,sectorCountryWeights,0.45
252410,RISE 200선물인버스,feesAndAssets,0.45
252420,RISE 200선물인버스2X,issuer,0.45
252420,RISE 200선물인버스2X,benchmarkName,0.45
252420,RISE 200선물인버스2X,descriptions,0.45
252420,RISE 200선물인버스2X,distribution,0.45
252420,RISE 200선물인버스2X,sectorCountryWeights,0.45
252420,RISE 200선물인버스2X,feesAndAssets,0.45
252650,KODEX 200동일가중,issuer,0.35
252650,KODEX 200동일가중,benchmarkName,0.35
252650,KODEX 200동일가중,descriptions,0.35
252650,KODEX 200동일가중,strategyFacts,0.35
252650,KODEX 200동일가중,distribution,0.35
252650,KODEX 200동일가중,sectorCountryWeights,0.35
252650,KODEX 200동일가중,feesAndAssets,0.35
252670,KODEX 200선물인버스2X,issuer,0.45
252670,KODEX 200선물인버스2X,benchmarkName,0.45
252670,KODEX 200선물인버스2X,descriptions,0.45
252670,KODEX 200선물인버스2X,distribution,0.45
252670,KODEX 200선물인버스2X,sectorCountryWeights,0.45
252670,KODEX 200선물인버스2X,feesAndAssets,0.45
252710,TIGER 200선물인버스2X,issuer,0.45
252710,TIGER 200선물인버스2X,benchmarkName,0.45
252710,TIGER 200선물인버스2X,descriptions,0.45
252710,TIGER 200선물인버스2X,distribution,0.45
252710,TIGER 200선물인버스2X,sectorCountryWeights,0.45
252710,TIGER 200선물인버스2X,feesAndAssets,0.45
253150,PLUS 200선물레버리지,issuer,0.45
253150,PLUS 200선물레버리지,benchmarkName,0.45
253150,PLUS 200선물레버리지,descriptions,0.45
253150,PLUS 200선물레버리지,distribution,0.45
253150,PLUS 200선물레버리지,sectorCountryWeights,0.45
253150,PLUS 200선물레버리지,feesAndAssets,0.45
253160,PLUS 200선물인버스2X,issuer,0.45
253160,PLUS 200선물인버스2X,benchmarkName,0.45
253160,PLUS 200선물인버스2X,descriptions,0.45
253160,PLUS 200선물인버스2X,distribution,0.45
253160,PLUS 200선물인버스2X,sectorCountryWeights,0.45
253160,PLUS 200선물인버스2X,feesAndAssets,0.45
253230,KIWOOM 200선물인버스2X,issuer,0.45
253230,KIWOOM 200선물인버스2X,benchmarkName,0.45
253230,KIWOOM 200선물인버스2X,descriptions,0.45
253230,KIWOOM 200선물인버스2X,distribution,0.45
253230,KIWOOM 200선물인버스2X,sectorCountryWeights,0.45
253230,KIWOOM 200선물인버스2X,feesAndAssets,0.45
253240,KIWOOM 200선물인버스,issuer,0.45
253240,KIWOOM 200선물인버스,benchmarkName,0.45
253240,KIWOOM 200선물인버스,descriptions,0.45
253240,KIWOOM 200선물인버스,distribution,0.45
253240,KIWOOM 200선물인버스,sectorCountryWeights,0.45
253240,KIWOOM 200선물인버스,feesAndAssets,0.45
253250,KIWOOM 200선물레버리지,issuer,0.45
253250,KIWOOM 200선물레버리지,benchmarkName,0.45
253250,KIWOOM 200선물레버리지,descriptions,0.45
253250,KIWOOM 200선물레버리지,distribution,0.45
