etfCode,name,codeType,hasMetadata,coverageScore,holdingsCount,hasIssuer,hasFee,hasDistribution,taggedTagCount,tags
0195R0,TIGER 삼성전자단일종목레버리지,naver_internal_unresolved,Y,0.45,1,N,N,N,2,strategy.leverage|sector.semiconductor
0195S0,TIGER SK하이닉스단일종목레버리지,naver_internal_unresolved,Y,0.45,1,N,N,N,2,strategy.leverage|sector.semiconductor
0197W0,SOL SK하이닉스단일종목레버리지,naver_internal_unresolved,Y,0.45,1,N,N,N,2,strategy.leverage|sector.semiconductor
0197X0,SOL SK하이닉스선물단일종목인버스2X,naver_internal_unresolved,N,,0,N,N,N,0,
0198A0,KIWOOM 코스닥150커버드콜액티브,naver_internal_unresolved,Y,0.45,10,N,N,N,1,dividend.covered_call
0198B0,1Q 삼성전자선물단일종목레버리지,naver_internal_unresolved,Y,0.45,1,N,N,N,2,strategy.leverage|sector.semiconductor
0198D0,1Q SK하이닉스선물단일종목레버리지,naver_internal_unresolved,Y,0.45,1,N,N,N,2,strategy.leverage|sector.semiconductor
0199C0,ACE 고배당주Plus커버드콜액티브,naver_internal_unresolved,Y,0.45,10,N,N,N,3,dividend.covered_call|dividend.korea_high_dividend|sector.financials
0203D0,PLUS 200위클리커버드콜채권혼합,naver_internal_unresolved,N,,0,N,N,N,0,
0203R0,WON 중단기종합채권(A-이상)액티브,naver_internal_unresolved,N,,0,N,N,N,0,
0203S0,WON 삼성전자현대차채권혼합50,naver_internal_unresolved,N,,0,N,N,N,0,
0204D0,KODEX 현대차로보틱스밸류체인TOP3플러스,naver_internal_unresolved,N,,0,N,N,N,0,
0204S0,TIGER 코스닥액티브,naver_internal_unresolved,Y,0.45,10,N,N,N,1,sector.semiconductor
0206G0,1Q 현대차기아채권혼합50,naver_internal_unresolved,N,,0,N,N,N,0,
0207G0,SOL 우주항공밸류체인,naver_internal_unresolved,Y,0.35,10,N,N,N,1,sector.aerospace_defense
0207Z0,KIWOOM 미국우주데이터센터인프라,naver_internal_unresolved,N,,0,N,N,N,0,
0208N0,IBK 코스피액티브,naver_internal_unresolved,Y,0.45,10,N,N,N,0,
0209D0,KODEX 전고체배터리ESS TOP2플러스,naver_internal_unresolved,Y,0.35,10,N,N,N,1,sector.ev_battery
0209Z0,ACE 코리아AI전력TOP10,naver_internal_unresolved,Y,0.35,10,N,N,N,1,sector.ai_power_infrastructure
0210A0,ACE K반도체TOP2+,naver_internal_unresolved,Y,0.35,10,N,N,N,1,sector.semiconductor
0210E0,PLUS 200커버드콜액티브,naver_internal_unresolved,Y,0.45,10,N,N,N,1,dividend.covered_call
0216K0,KIWOOM 미국우주테크TOP2채권혼합50,naver_internal_unresolved,N,,0,N,N,N,0,
0216Z0,ACE K방산TOP5+,naver_internal_unresolved,Y,0.35,10,N,N,N,1,sector.aerospace_defense
069500,KODEX 200,krx_numeric,Y,0.75,201,Y,Y,Y,0,
069660,KIWOOM 200,krx_numeric,Y,0.35,10,N,N,N,0,
091160,KODEX 반도체,krx_numeric,Y,0.75,36,Y,Y,Y,1,sector.semiconductor
091170,KODEX 은행,krx_numeric,Y,0.35,10,N,N,N,1,sector.financials
091180,KODEX 자동차,krx_numeric,Y,0.35,10,N,N,N,1,strategy.consumer_discretionary
091220,TIGER 은행,krx_numeric,Y,0.35,10,N,N,N,1,sector.financials
091230,TIGER 반도체,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
099140,KODEX 차이나H,krx_numeric,N,,0,N,N,N,0,
100910,KIWOOM KRX100,krx_numeric,Y,0.35,10,N,N,N,0,
101280,KODEX 일본TOPIX100,krx_numeric,N,,0,N,N,N,0,
102110,TIGER 200,krx_numeric,Y,0.75,200,Y,Y,Y,0,
102780,KODEX 삼성그룹,krx_numeric,Y,0.35,10,N,N,N,0,
102960,KODEX 기계장비,krx_numeric,Y,0.35,10,N,N,N,0,
102970,KODEX 증권,krx_numeric,Y,0.35,10,N,N,N,1,sector.financials
104520,KIWOOM 블루칩,krx_numeric,Y,0.35,10,N,N,N,0,
104530,KIWOOM 코리아고배당,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
105010,TIGER 라틴35,krx_numeric,N,,0,N,N,N,0,
105190,ACE 200,krx_numeric,Y,0.35,10,N,N,N,0,
105780,RISE 5대그룹주,krx_numeric,Y,0.35,10,N,N,N,0,
108450,ACE 삼성그룹섹터가중,krx_numeric,Y,0.35,10,N,N,N,0,
108590,TREX 200,krx_numeric,Y,0.35,10,N,N,N,0,
114100,RISE 국고채3년,krx_numeric,N,,0,N,N,N,0,
114260,KODEX 국고채3년,krx_numeric,N,,0,N,N,N,0,
114460,ACE 국고채3년,krx_numeric,N,,0,N,N,N,0,
114470,KIWOOM 국고채3년,krx_numeric,N,,0,N,N,N,0,
114800,KODEX 인버스,krx_numeric,Y,0.75,2,Y,Y,Y,1,strategy.inverse
114820,TIGER 국채3년,krx_numeric,N,,0,N,N,N,0,
117460,KODEX 에너지화학,krx_numeric,Y,0.35,10,N,N,N,0,
117680,KODEX 철강,krx_numeric,Y,0.35,10,N,N,N,0,
117690,TIGER 차이나항셍30,krx_numeric,N,,0,N,N,N,0,
117700,KODEX 건설,krx_numeric,Y,0.35,10,N,N,N,0,
122090,PLUS 코스피50,krx_numeric,Y,0.35,10,N,N,N,0,
122260,KIWOOM 통안채1년,krx_numeric,N,,0,N,N,N,0,
122630,KODEX 레버리지,krx_numeric,Y,0.75,210,Y,Y,Y,1,strategy.leverage
123310,TIGER 인버스,krx_numeric,N,,0,N,N,N,0,
123320,TIGER 레버리지,krx_numeric,Y,0.45,10,N,N,N,1,strategy.leverage
130680,TIGER 원유선물Enhanced(H),krx_numeric,N,,0,N,N,N,0,
130730,KIWOOM 단기자금,krx_numeric,N,,0,N,N,N,0,
131890,ACE 삼성그룹동일가중,krx_numeric,Y,0.35,10,N,N,N,0,
132030,KODEX 골드선물(H),krx_numeric,Y,0.55,0,Y,Y,Y,1,sector.commodities
133690,TIGER 미국나스닥100,krx_numeric,Y,0.55,0,Y,Y,Y,1,strategy.nasdaq100
136340,RISE 중기우량회사채,krx_numeric,N,,0,N,N,N,0,
137610,TIGER 농산물선물Enhanced(H),krx_numeric,N,,0,N,N,N,0,
138230,KIWOOM 미국달러선물,krx_numeric,N,,0,N,N,N,0,
138520,TIGER 삼성그룹,krx_numeric,Y,0.35,10,N,N,N,0,
138530,TIGER LG그룹플러스,krx_numeric,Y,0.35,10,N,N,N,0,
138540,TIGER 현대차그룹플러스,krx_numeric,Y,0.35,10,N,N,N,1,strategy.consumer_discretionary
138910,KODEX 구리선물(H),krx_numeric,N,,0,N,N,N,0,
138920,KODEX 콩선물(H),krx_numeric,N,,0,N,N,N,0,
139220,TIGER 200 건설,krx_numeric,Y,0.35,10,N,N,N,0,
139230,TIGER 200 중공업,krx_numeric,Y,0.35,10,N,N,N,0,
139240,TIGER 200 철강소재,krx_numeric,Y,0.35,10,N,N,N,0,
139250,TIGER 200 에너지화학,krx_numeric,Y,0.35,10,N,N,N,0,
139260,TIGER 200 IT,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
139270,TIGER 200 금융,krx_numeric,Y,0.35,10,N,N,N,1,sector.financials
139280,TIGER 경기방어,krx_numeric,Y,0.35,10,N,N,N,0,
139290,TIGER 200 경기소비재,krx_numeric,Y,0.35,10,N,N,N,1,strategy.consumer_discretionary
139320,TIGER 금은선물(H),krx_numeric,N,,0,N,N,N,0,
139660,KIWOOM 미국달러선물인버스,krx_numeric,N,,0,N,N,N,0,
140570,RISE 수출주,krx_numeric,Y,0.35,10,N,N,N,0,
140580,RISE 우량업종대표주,krx_numeric,Y,0.35,10,N,N,N,0,
140700,KODEX 보험,krx_numeric,Y,0.35,10,N,N,N,1,sector.financials
140710,KODEX 운송,krx_numeric,Y,0.35,10,N,N,N,0,
140950,파워 코스피100,krx_numeric,Y,0.35,10,N,N,N,0,
143850,TIGER 미국S&P500선물(H),krx_numeric,N,,0,N,N,N,0,
143860,TIGER 헬스케어,krx_numeric,Y,0.35,10,N,N,N,1,sector.healthcare_bio_pharma
144600,KODEX 은선물(H),krx_numeric,N,,0,N,N,N,0,
145670,ACE 인버스,krx_numeric,Y,0.45,2,N,N,N,1,strategy.inverse
145850,TREX 펀더멘탈 200,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value
147970,TIGER 모멘텀,krx_numeric,Y,0.35,10,N,N,N,0,
148020,RISE 200,krx_numeric,Y,0.35,10,N,N,N,0,
148070,KIWOOM 국고채10년,krx_numeric,N,,0,N,N,N,0,
150460,TIGER 중국소비테마,krx_numeric,Y,0.35,10,N,N,N,0,
152100,PLUS 200,krx_numeric,Y,0.35,10,N,N,N,0,
152380,KODEX 국채선물10년,krx_numeric,N,,0,N,N,N,0,
152500,ACE 레버리지,krx_numeric,Y,0.45,10,N,N,N,1,strategy.leverage
152870,파워 200,krx_numeric,Y,0.35,10,N,N,N,0,
153130,KODEX 단기채권,krx_numeric,N,,0,N,N,N,0,
153270,KIWOOM 코스피100,krx_numeric,Y,0.35,10,N,N,N,0,
156080,KODEX MSCI Korea,krx_numeric,Y,0.35,10,N,N,N,0,
157450,TIGER 단기통안채,krx_numeric,N,,0,N,N,N,0,
157490,TIGER 소프트웨어,krx_numeric,Y,0.35,10,N,N,N,2,sector.it|sector.game_entertainment_media
157500,TIGER 증권,krx_numeric,Y,0.35,10,N,N,N,1,sector.financials
159800,마이티 코스피100,krx_numeric,Y,0.35,10,N,N,N,0,
160580,TIGER 구리실물,krx_numeric,N,,0,N,N,N,0,
161510,PLUS 고배당주,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
166400,TIGER 200커버드콜OTM,krx_numeric,Y,0.45,10,N,N,N,1,dividend.covered_call
167860,KIWOOM 국고채10년레버리지,krx_numeric,N,,0,N,N,N,0,
168580,ACE 중국본토CSI300,krx_numeric,N,,0,N,N,N,0,
169950,KODEX 차이나A50,krx_numeric,N,,0,N,N,N,0,
174350,TIGER 로우볼,krx_numeric,Y,0.35,10,N,N,N,0,
174360,RISE 중국본토대형주CSI100,krx_numeric,N,,0,N,N,N,0,
176950,KODEX 국채선물10년인버스,krx_numeric,N,,0,N,N,N,0,
181480,ACE 미국부동산리츠(합성 H),krx_numeric,N,,0,N,N,N,0,
182480,TIGER 미국MSCI리츠(합성 H),krx_numeric,N,,0,N,N,N,0,
182490,TIGER 단기선진하이일드(합성 H),krx_numeric,N,,0,N,N,N,0,
183700,RISE 200채권혼합50,krx_numeric,N,,0,N,N,N,0,
183710,RISE 주식혼합,krx_numeric,N,,0,N,N,N,0,
185680,KODEX 미국S&P바이오(합성),krx_numeric,N,,0,N,N,N,0,
189400,PLUS 글로벌MSCI(합성 H),krx_numeric,N,,0,N,N,N,0,
190620,ACE 단기통안채,krx_numeric,N,,0,N,N,N,0,
192090,TIGER 차이나CSI300,krx_numeric,N,,0,N,N,N,0,
192720,파워 고배당저변동성,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
195920,TIGER 일본TOPIX(합성 H),krx_numeric,N,,0,N,N,N,0,
195930,TIGER 유로스탁스50(합성 H),krx_numeric,N,,0,N,N,N,0,
195970,PLUS 선진국MSCI(합성 H),krx_numeric,N,,0,N,N,N,0,
195980,PLUS 신흥국MSCI(합성 H),krx_numeric,N,,0,N,N,N,0,
196030,ACE 일본TOPIX레버리지(H),krx_numeric,N,,0,N,N,N,0,
196230,RISE 단기통안채,krx_numeric,N,,0,N,N,N,0,
200030,KODEX 미국S&P500산업재(합성),krx_numeric,N,,0,N,N,N,0,
200250,KIWOOM 인도Nifty50(합성),krx_numeric,N,,0,N,N,N,0,
203780,TIGER 미국나스닥바이오,krx_numeric,Y,0.55,0,Y,Y,Y,1,sector.healthcare_bio_pharma
204450,KODEX 차이나H레버리지(H),krx_numeric,N,,0,N,N,N,0,
204480,TIGER 차이나CSI300레버리지(합성),krx_numeric,N,,0,N,N,N,0,
205720,ACE 일본TOPIX인버스(합성 H),krx_numeric,N,,0,N,N,N,0,
210780,TIGER 코스피고배당,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
211560,TIGER 배당성장,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
211900,KODEX 코리아배당성장,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
213610,KODEX 삼성그룹밸류,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value
213630,PLUS 미국다우존스고배당주(합성 H),krx_numeric,N,,0,N,N,N,0,
214980,KODEX 단기채권PLUS,krx_numeric,N,,0,N,N,N,0,
215620,HK S&P코리아로우볼,krx_numeric,Y,0.35,10,N,N,N,0,
217770,TIGER 원유선물인버스(H),krx_numeric,N,,0,N,N,N,0,
217780,TIGER 차이나CSI300인버스(합성),krx_numeric,N,,0,N,N,N,0,
218420,KODEX 미국S&P500에너지(합성),krx_numeric,N,,0,N,N,N,0,
219390,RISE 미국S&P원유생산기업(합성 H),krx_numeric,N,,0,N,N,N,0,
219480,KODEX 미국S&P500선물(H),krx_numeric,N,,0,N,N,N,0,
219900,ACE 중국본토CSI300레버리지(합성),krx_numeric,N,,0,N,N,N,0,
220130,SOL 차이나강소기업CSI500(합성 H),krx_numeric,N,,0,N,N,N,0,
223190,KODEX 200가치저변동,krx_numeric,Y,0.35,10,N,N,N,0,
225030,TIGER 미국S&P500선물인버스(H),krx_numeric,N,,0,N,N,N,0,
225040,TIGER 미국S&P500레버리지(합성 H),krx_numeric,N,,0,N,N,N,0,
225050,TIGER 유로스탁스레버리지(합성 H),krx_numeric,N,,0,N,N,N,0,
225060,TIGER 이머징마켓MSCI레버리지(합성 H),krx_numeric,N,,0,N,N,N,0,
225130,ACE 골드선물 레버리지(합성 H),krx_numeric,N,,0,N,N,N,0,
225800,KIWOOM 미국달러선물레버리지,krx_numeric,Y,0.45,1,N,N,N,1,strategy.leverage
226380,ACE Fn성장소비주도주,krx_numeric,Y,0.35,10,N,N,N,0,
226490,KODEX 코스피,krx_numeric,Y,0.35,10,N,N,N,0,
226980,KODEX 200 중소형,krx_numeric,Y,0.35,10,N,N,N,0,
227540,TIGER 200 헬스케어,krx_numeric,Y,0.35,10,N,N,N,1,sector.healthcare_bio_pharma
227550,TIGER 200 산업재,krx_numeric,Y,0.35,10,N,N,N,1,sector.aerospace_defense
227560,TIGER 200 생활소비재,krx_numeric,Y,0.35,10,N,N,N,0,
227570,TIGER 우량가치,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value
227830,PLUS 코스피,krx_numeric,Y,0.35,10,N,N,N,0,
228790,TIGER 화장품,krx_numeric,Y,0.35,10,N,N,N,0,
228800,TIGER 여행레저,krx_numeric,Y,0.35,10,N,N,N,1,strategy.consumer_discretionary
228810,TIGER 미디어컨텐츠,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
228820,TIGER KTOP30,krx_numeric,Y,0.35,10,N,N,N,0,
229200,KODEX 코스닥150,krx_numeric,Y,0.35,10,N,N,N,0,
229720,KODEX KTOP30,krx_numeric,Y,0.35,10,N,N,N,0,
230480,KIWOOM 미국달러선물인버스2X,krx_numeric,Y,0.45,1,N,N,N,2,strategy.leverage|strategy.inverse
232080,TIGER 코스닥150,krx_numeric,Y,0.35,10,N,N,N,0,
233160,TIGER 코스닥150 레버리지,krx_numeric,Y,0.45,10,N,N,N,1,strategy.leverage
233740,KODEX 코스닥150레버리지,krx_numeric,Y,0.45,10,N,N,N,1,strategy.leverage
234310,RISE V&S셀렉트밸류,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value
236350,TIGER 인도니프티50레버리지(합성),krx_numeric,N,,0,N,N,N,0,
237350,KODEX 코스피100,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
237370,KODEX 코리아배당성장채권혼합,krx_numeric,N,,0,N,N,N,0,
237440,TIGER 경기방어채권혼합,krx_numeric,N,,0,N,N,N,0,
238670,PLUS 스마트베타Quality채권혼합,krx_numeric,N,,0,N,N,N,0,
238720,ACE 일본Nikkei225(H),krx_numeric,N,,0,N,N,N,0,
239660,PLUS 우량회사채50,krx_numeric,N,,0,N,N,N,0,
241180,TIGER 일본니케이225,krx_numeric,N,,0,N,N,N,0,
241390,RISE V&S셀렉트밸류채권혼합,krx_numeric,N,,0,N,N,N,0,
243880,TIGER 200IT레버리지,krx_numeric,Y,0.45,10,N,N,N,2,strategy.leverage|sector.semiconductor
243890,TIGER 200에너지화학레버리지,krx_numeric,Y,0.45,10,N,N,N,1,strategy.leverage
244580,KODEX 바이오,krx_numeric,Y,0.75,51,Y,Y,Y,1,sector.healthcare_bio_pharma
244620,KODEX 모멘텀Plus,krx_numeric,Y,0.35,10,N,N,N,0,
244660,KODEX 퀄리티Plus,krx_numeric,Y,0.35,10,N,N,N,0,
244670,KODEX 밸류Plus,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value
245340,TIGER 미국다우존스30,krx_numeric,N,,0,N,N,N,0,
245350,TIGER 유로스탁스배당30,krx_numeric,N,,0,N,N,N,0,
245360,TIGER 차이나HSCEI,krx_numeric,N,,0,N,N,N,0,
245710,ACE 베트남VN30(합성),krx_numeric,N,,0,N,N,N,0,
248270,TIGER S&P글로벌헬스케어(합성),krx_numeric,N,,0,N,N,N,0,
250730,RISE 차이나HSCEI(H),krx_numeric,N,,0,N,N,N,0,
250780,TIGER 코스닥150선물인버스,krx_numeric,N,,0,N,N,N,0,
251340,KODEX 코스닥150선물인버스,krx_numeric,N,,0,N,N,N,0,
251350,KODEX MSCI선진국,krx_numeric,N,,0,N,N,N,0,
251590,PLUS 고배당저변동50,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
251600,PLUS 고배당주채권혼합,krx_numeric,N,,0,N,N,N,0,
252000,TIGER 200동일가중,krx_numeric,Y,0.35,10,N,N,N,0,
252400,RISE 200선물레버리지,krx_numeric,Y,0.45,3,N,N,N,1,strategy.leverage
252410,RISE 200선물인버스,krx_numeric,Y,0.45,1,N,N,N,1,strategy.inverse
252420,RISE 200선물인버스2X,krx_numeric,Y,0.45,2,N,N,N,2,strategy.leverage|strategy.inverse
252650,KODEX 200동일가중,krx_numeric,Y,0.35,10,N,N,N,0,
252670,KODEX 200선물인버스2X,krx_numeric,Y,0.45,1,N,N,N,2,strategy.leverage|strategy.inverse
252710,TIGER 200선물인버스2X,krx_numeric,Y,0.45,1,N,N,N,2,strategy.leverage|strategy.inverse
253150,PLUS 200선물레버리지,krx_numeric,Y,0.45,4,N,N,N,1,strategy.leverage
253160,PLUS 200선물인버스2X,krx_numeric,Y,0.45,2,N,N,N,2,strategy.leverage|strategy.inverse
253230,KIWOOM 200선물인버스2X,krx_numeric,Y,0.45,2,N,N,N,2,strategy.leverage|strategy.inverse
253240,KIWOOM 200선물인버스,krx_numeric,Y,0.45,1,N,N,N,1,strategy.inverse
253250,KIWOOM 200선물레버리지,krx_numeric,Y,0.45,1,N,N,N,1,strategy.leverage
253280,RISE 헬스케어,krx_numeric,Y,0.35,10,N,N,N,1,sector.healthcare_bio_pharma
253290,RISE 헬스케어채권혼합,krx_numeric,N,,0,N,N,N,0,
256440,ACE MSCI인도네시아(합성),krx_numeric,N,,0,N,N,N,0,
256450,PLUS 심천차이넥스트(합성),krx_numeric,N,,0,N,N,N,0,
256750,KODEX 차이나심천ChiNext(합성),krx_numeric,N,,0,N,N,N,0,
261060,TIGER 코스닥150IT,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
261070,TIGER 코스닥150바이오테크,krx_numeric,Y,0.35,10,N,N,N,1,sector.healthcare_bio_pharma
261110,TIGER 미국달러선물레버리지,krx_numeric,Y,0.45,2,N,N,N,1,strategy.leverage
261120,TIGER 미국달러선물인버스2X,krx_numeric,Y,0.45,2,N,N,N,2,strategy.leverage|strategy.inverse
261140,TIGER 우선주,krx_numeric,Y,0.35,10,N,N,N,0,
261220,KODEX WTI원유선물(H),krx_numeric,N,,0,N,N,N,0,
261240,KODEX 미국달러선물,krx_numeric,N,,0,N,N,N,0,
261250,KODEX 미국달러선물레버리지,krx_numeric,Y,0.45,4,N,N,N,1,strategy.leverage
261260,KODEX 미국달러선물인버스2X,krx_numeric,Y,0.45,5,N,N,N,2,strategy.leverage|strategy.inverse
261270,KODEX 미국달러선물인버스,krx_numeric,N,,0,N,N,N,0,
261920,ACE MSCI필리핀(합성),krx_numeric,N,,0,N,N,N,0,
265690,ACE 러시아MSCI(합성),krx_numeric,N,,0,N,N,N,0,
266160,RISE 고배당,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
266360,KODEX K콘텐츠,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
266370,KODEX IT,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
266390,KODEX 경기소비재,krx_numeric,Y,0.35,10,N,N,N,1,strategy.consumer_discretionary
266410,KODEX 필수소비재,krx_numeric,Y,0.35,10,N,N,N,0,
266420,KODEX 헬스케어,krx_numeric,Y,0.35,10,N,N,N,1,sector.healthcare_bio_pharma
266550,PLUS 중형주저변동50,krx_numeric,Y,0.35,10,N,N,N,0,
267440,RISE 미국장기국채선물(H),krx_numeric,N,,0,N,N,N,0,
267450,RISE 미국장기국채선물인버스(H),krx_numeric,N,,0,N,N,N,0,
267490,RISE 미국장기국채선물레버리지(합성 H),krx_numeric,N,,0,N,N,N,0,
267770,TIGER 200선물레버리지,krx_numeric,Y,0.45,3,N,N,N,1,strategy.leverage
269370,TIGER S&P글로벌인프라(합성),krx_numeric,N,,0,N,N,N,0,
269420,KODEX S&P글로벌인프라(합성),krx_numeric,N,,0,N,N,N,0,
269530,PLUS S&P글로벌인프라,krx_numeric,N,,0,N,N,N,0,
269540,PLUS 미국S&P500(H),krx_numeric,N,,0,N,N,N,0,
270800,RISE KQ고배당,krx_numeric,Y,0.35,10,N,N,N,0,
270810,RISE 코스닥150,krx_numeric,Y,0.35,10,N,N,N,0,
271050,KODEX WTI원유선물인버스(H),krx_numeric,N,,0,N,N,N,0,
271060,KODEX 3대농산물선물(H),krx_numeric,N,,0,N,N,N,0,
272560,RISE 단기국공채액티브,krx_numeric,N,,0,N,N,N,0,
272570,RISE 중장기국공채액티브,krx_numeric,N,,0,N,N,N,0,
272580,TIGER 단기채권액티브,krx_numeric,N,,0,N,N,N,0,
272910,ACE 중장기국공채액티브,krx_numeric,N,,0,N,N,N,0,
273130,KODEX 종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
273140,KODEX 단기변동금리부채권액티브,krx_numeric,N,,0,N,N,N,0,
275280,KODEX 모멘텀주,krx_numeric,Y,0.35,10,N,N,N,0,
275290,KODEX 가치주,krx_numeric,Y,0.35,10,N,N,N,1,strategy.value
275300,KODEX 우량주,krx_numeric,Y,0.35,10,N,N,N,0,
275750,RISE 코스닥150선물인버스,krx_numeric,N,,0,N,N,N,0,
275980,TIGER 글로벌4차산업혁신기술(합성 H),krx_numeric,N,,0,N,N,N,0,
276000,TIGER 글로벌자원생산기업(합성 H),krx_numeric,N,,0,N,N,N,0,
276650,RISE 글로벌테크놀로지(합성 H),krx_numeric,N,,0,N,N,N,0,
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),krx_numeric,N,,0,N,N,N,0,
276990,KODEX 글로벌로봇(합성),krx_numeric,N,,0,N,N,N,0,
277540,ACE 아시아TOP50,krx_numeric,N,,0,N,N,N,0,
277630,TIGER 코스피,krx_numeric,Y,0.35,10,N,N,N,0,
277640,TIGER 코스피대형주,krx_numeric,Y,0.35,10,N,N,N,0,
277650,TIGER 코스피중형주,krx_numeric,Y,0.35,10,N,N,N,0,
278240,RISE 코스닥150선물레버리지,krx_numeric,Y,0.45,3,N,N,N,1,strategy.leverage
278530,KODEX 200TR,krx_numeric,Y,0.35,10,N,N,N,0,
278540,KODEX MSCI Korea TR,krx_numeric,Y,0.35,10,N,N,N,0,
278620,PLUS 단기채권액티브,krx_numeric,N,,0,N,N,N,0,
279530,KODEX 고배당주,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
279540,KODEX 최소변동성,krx_numeric,Y,0.35,10,N,N,N,0,
280320,ACE 미국IT인터넷(합성 H),krx_numeric,N,,0,N,N,N,0,
280920,PLUS 주도업종,krx_numeric,Y,0.35,10,N,N,N,0,
280930,KODEX 미국러셀2000(H),krx_numeric,N,,0,N,N,N,0,
280940,KODEX 골드선물인버스(H),krx_numeric,N,,0,N,N,N,0,
281990,RISE 중소형고배당,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
282000,RISE 국고채3년선물인버스,krx_numeric,N,,0,N,N,N,0,
283580,KODEX 차이나CSI300,krx_numeric,N,,0,N,N,N,0,
284430,KODEX 200미국채혼합50,krx_numeric,N,,0,N,N,N,0,
284980,RISE 200금융,krx_numeric,Y,0.35,10,N,N,N,1,sector.financials
285690,FOCUS ESG리더스,krx_numeric,Y,0.35,10,N,N,N,0,
287180,PLUS 미국나스닥테크,krx_numeric,N,,0,N,N,N,0,
289040,KODEX MSCI KOREA ESG유니버설,krx_numeric,Y,0.35,10,N,N,N,0,
289250,TIGER MSCI KOREA ESG유니버설,krx_numeric,Y,0.35,10,N,N,N,0,
289260,TIGER MSCI KOREA ESG리더스,krx_numeric,Y,0.35,10,N,N,N,0,
289480,TIGER 200커버드콜,krx_numeric,Y,0.45,10,N,N,N,1,dividend.covered_call
289670,PLUS 국채선물10년,krx_numeric,N,,0,N,N,N,0,
290080,RISE 200고배당커버드콜ATM,krx_numeric,Y,0.45,10,N,N,N,1,dividend.covered_call
290130,RISE ESG사회책임투자,krx_numeric,Y,0.35,10,N,N,N,0,
291130,ACE MSCI멕시코(합성),krx_numeric,N,,0,N,N,N,0,
291620,KIWOOM 코스닥150선물인버스,krx_numeric,N,,0,N,N,N,0,
291630,KIWOOM 코스닥150선물레버리지,krx_numeric,Y,0.45,1,N,N,N,1,strategy.leverage
291680,RISE 차이나H선물인버스(H),krx_numeric,N,,0,N,N,N,0,
291890,KODEX MSCI EM선물(H),krx_numeric,N,,0,N,N,N,0,
292050,RISE KRX300,krx_numeric,Y,0.35,10,N,N,N,0,
292150,TIGER 코리아TOP10,krx_numeric,Y,0.35,10,N,N,N,0,
292160,TIGER KRX300,krx_numeric,Y,0.35,10,N,N,N,0,
292190,KODEX KRX300,krx_numeric,Y,0.35,10,N,N,N,0,
292500,SOL KRX300,krx_numeric,Y,0.35,10,N,N,N,0,
292560,TIGER 일본엔선물,krx_numeric,N,,0,N,N,N,0,
292770,KODEX 국채선물3년인버스,krx_numeric,N,,0,N,N,N,0,
293180,HANARO 200,krx_numeric,Y,0.35,10,N,N,N,0,
294400,KIWOOM 200TR,krx_numeric,Y,0.35,10,N,N,N,0,
295000,RISE 국채선물10년,krx_numeric,N,,0,N,N,N,0,
295020,RISE 국채선물10년인버스,krx_numeric,N,,0,N,N,N,0,
295040,SOL 200TR,krx_numeric,Y,0.35,10,N,N,N,0,
298340,PLUS 국채선물3년,krx_numeric,Y,0.35,1,N,N,N,0,
298770,KODEX 한국대만IT프리미어,krx_numeric,N,,0,N,N,N,0,
300610,TIGER K게임,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
300640,RISE 게임테마,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
300950,KODEX 게임산업,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
301400,PLUS 코스닥150,krx_numeric,Y,0.35,10,N,N,N,0,
302190,TIGER 중장기국채,krx_numeric,N,,0,N,N,N,0,
302450,RISE 코스피,krx_numeric,Y,0.35,10,N,N,N,0,
304660,KODEX 미국30년국채울트라선물(H),krx_numeric,N,,0,N,N,N,0,
