etfCode,name,codeType,hasMetadata,coverageScore,holdingsCount,hasIssuer,hasFee,hasDistribution,taggedTagCount,tags
304670,KODEX 미국30년국채울트라선물인버스(H),krx_numeric,N,,0,N,N,N,0,
304760,HANARO KRX300,krx_numeric,Y,0.35,10,N,N,N,0,
304770,HANARO 코스닥150,krx_numeric,Y,0.35,10,N,N,N,0,
304780,HANARO 200선물레버리지,krx_numeric,Y,0.45,3,N,N,N,1,strategy.leverage
304940,KODEX 미국나스닥100선물(H),krx_numeric,N,,0,N,N,N,0,
305050,ACE 코스피,krx_numeric,Y,0.35,10,N,N,N,0,
305080,TIGER 미국채10년선물,krx_numeric,N,,0,N,N,N,0,
305540,TIGER 2차전지테마,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
305720,KODEX 2차전지산업,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
306520,HANARO 200선물인버스,krx_numeric,N,,0,N,N,N,0,
306530,HANARO 코스닥150선물레버리지,krx_numeric,Y,0.45,2,N,N,N,1,strategy.leverage
306950,KODEX KRX300레버리지,krx_numeric,Y,0.45,10,N,N,N,1,strategy.leverage
307510,TIGER 의료기기,krx_numeric,Y,0.35,10,N,N,N,1,sector.healthcare_bio_pharma
307520,TIGER 지주회사,krx_numeric,Y,0.35,10,N,N,N,0,
308620,KODEX 미국10년국채선물,krx_numeric,N,,0,N,N,N,0,
309230,ACE 미국WideMoat동일가중,krx_numeric,N,,0,N,N,N,0,
310080,RISE 중국MSCI China(H),krx_numeric,N,,0,N,N,N,0,
310960,TIGER 200TR,krx_numeric,Y,0.35,10,N,N,N,0,
310970,TIGER MSCI Korea TR,krx_numeric,Y,0.35,10,N,N,N,0,
314250,KODEX 미국빅테크10(H),krx_numeric,N,,0,N,N,N,0,
314700,HANARO 농업융복합산업,krx_numeric,Y,0.35,10,N,N,N,0,
315270,TIGER 200커뮤니케이션서비스,krx_numeric,Y,0.35,10,N,N,N,0,
315930,KODEX Top5PlusTR,krx_numeric,Y,0.35,10,N,N,N,0,
315960,RISE 대형고배당10TR,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
316300,ACE 싱가포르리츠,krx_numeric,N,,0,N,N,N,0,
316670,KIWOOM 코스닥150,krx_numeric,Y,0.35,10,N,N,N,0,
319640,TIGER 골드선물(H),krx_numeric,N,,0,N,N,N,0,
321410,KODEX 멀티에셋하이인컴(H),krx_numeric,N,,0,N,N,N,0,
322400,HANARO e커머스,krx_numeric,Y,0.35,10,N,N,N,0,
322410,HANARO K고배당,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
325010,KODEX 성장주,krx_numeric,Y,0.35,10,N,N,N,1,strategy.growth
325020,KODEX 배당가치,krx_numeric,Y,0.35,10,N,N,N,2,dividend.korea_high_dividend|strategy.value
326230,RISE 내수주플러스,krx_numeric,Y,0.35,10,N,N,N,0,
326240,RISE IT플러스,krx_numeric,Y,0.35,10,N,N,N,1,sector.it
328370,PLUS 코스피TR,krx_numeric,Y,0.35,10,N,N,N,0,
329200,TIGER 리츠부동산인프라,krx_numeric,Y,0.35,10,N,N,N,1,strategy.reit
329650,KODEX TRF3070,krx_numeric,N,,0,N,N,N,0,
329660,KODEX TRF5050,krx_numeric,N,,0,N,N,N,0,
329670,KODEX TRF7030,krx_numeric,N,,0,N,N,N,0,
329750,TIGER 미국달러단기채권액티브,krx_numeric,N,,0,N,N,N,0,
332500,ACE 200TR,krx_numeric,Y,0.35,10,N,N,N,0,
332610,PLUS 미국단기회사채(AAA~A),krx_numeric,N,,0,N,N,N,0,
332620,PLUS 미국장기우량회사채,krx_numeric,N,,0,N,N,N,0,
332930,HANARO 200TR,krx_numeric,Y,0.35,10,N,N,N,0,
332940,HANARO MSCI Korea TR,krx_numeric,Y,0.35,10,N,N,N,0,
334690,RISE 팔라듐선물(H),krx_numeric,N,,0,N,N,N,0,
334700,RISE 팔라듐선물인버스(H),krx_numeric,N,,0,N,N,N,0,
336160,RISE 금융채액티브,krx_numeric,N,,0,N,N,N,0,
337120,KODEX 멀티팩터,krx_numeric,Y,0.35,10,N,N,N,0,
337140,KODEX 코스피대형주,krx_numeric,Y,0.35,10,N,N,N,0,
337150,KODEX 200exTOP,krx_numeric,Y,0.35,10,N,N,N,0,
337160,KODEX 200ESG,krx_numeric,Y,0.35,10,N,N,N,0,
341850,TIGER 리츠부동산인프라채권,krx_numeric,Y,0.35,10,N,N,N,1,strategy.reit
352540,KODEX 일본부동산리츠(H),krx_numeric,N,,0,N,N,N,0,
352560,KODEX 미국부동산리츠(H),krx_numeric,N,,0,N,N,N,0,
354240,RISE 미국고정배당우선증권,krx_numeric,N,,0,N,N,N,0,
354350,HANARO 글로벌럭셔리S&P(합성),krx_numeric,N,,0,N,N,N,0,
354500,ACE 코스닥150,krx_numeric,Y,0.35,10,N,N,N,0,
356540,ACE 종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
357870,TIGER CD금리투자KIS(합성),krx_numeric,N,,0,N,N,N,0,
359210,KODEX 코스피TR,krx_numeric,Y,0.35,10,N,N,N,0,
360140,KODEX 200롱코스닥150숏선물,krx_numeric,Y,0.35,10,N,N,N,0,
360150,KODEX 코스닥150롱코스피200숏선물,krx_numeric,Y,0.35,2,N,N,N,0,
360200,ACE 미국S&P500,krx_numeric,N,,0,N,N,N,0,
360750,TIGER 미국S&P500,krx_numeric,Y,0.55,0,Y,Y,Y,1,strategy.sp500
361580,RISE 200TR,krx_numeric,Y,0.35,10,N,N,N,0,
363510,SOL KIS단기통안채,krx_numeric,N,,0,N,N,N,0,
363570,KODEX 장기종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
363580,KODEX 200IT TR,krx_numeric,Y,0.35,10,N,N,N,2,sector.it|sector.semiconductor
364690,KODEX 혁신기술테마액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.tech_general
364960,TIGER BBIG,krx_numeric,Y,0.35,10,N,N,N,3,sector.ev_battery|sector.healthcare_bio_pharma|sector.game_entertainment_media
364970,TIGER 바이오TOP10,krx_numeric,Y,0.35,10,N,N,N,1,sector.healthcare_bio_pharma
364980,TIGER 2차전지TOP10,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
364990,TIGER 게임TOP10,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
365000,TIGER 인터넷TOP10,krx_numeric,Y,0.35,10,N,N,N,1,sector.it
365040,TIGER AI코리아그로스액티브,krx_numeric,Y,0.45,10,N,N,N,2,sector.semiconductor|strategy.growth
365780,ACE 국고채10년,krx_numeric,N,,0,N,N,N,0,
367380,ACE 미국나스닥100,krx_numeric,N,,0,N,N,N,0,
367740,HANARO Fn5G산업,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
367760,RISE 네트워크인프라,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
367770,RISE 수소경제테마,krx_numeric,Y,0.35,10,N,N,N,1,sector.clean_energy
368190,HANARO Fn K-뉴딜디지털플러스,krx_numeric,Y,0.35,10,N,N,N,2,sector.healthcare_bio_pharma|sector.ev_battery
368590,RISE 미국나스닥100,krx_numeric,N,,0,N,N,N,0,
368680,KODEX K-뉴딜디지털플러스,krx_numeric,Y,0.35,10,N,N,N,2,sector.healthcare_bio_pharma|sector.ev_battery
371150,RISE 차이나항셍테크,krx_numeric,N,,0,N,N,N,0,
371160,TIGER 차이나항셍테크,krx_numeric,N,,0,N,N,N,0,
371450,TIGER 글로벌클라우드컴퓨팅INDXX,krx_numeric,N,,0,N,N,N,0,
371460,TIGER 차이나전기차SOLACTIVE,krx_numeric,N,,0,N,N,N,0,
371470,TIGER 차이나바이오테크SOLACTIVE,krx_numeric,N,,0,N,N,N,0,
371870,ACE 차이나항셍테크,krx_numeric,N,,0,N,N,N,0,
372330,KODEX 차이나항셍테크,krx_numeric,N,,0,N,N,N,0,
373490,KODEX 코리아혁신성장액티브,krx_numeric,Y,0.45,10,N,N,N,1,strategy.growth
373790,KIWOOM 미국방어배당성장나스닥,krx_numeric,N,,0,N,N,N,0,
375270,RISE 글로벌데이터센터리츠(합성),krx_numeric,N,,0,N,N,N,0,
375760,HANARO 탄소효율그린뉴딜,krx_numeric,Y,0.35,10,N,N,N,0,
375770,KODEX 탄소효율그린뉴딜,krx_numeric,Y,0.35,10,N,N,N,0,
376410,TIGER 탄소효율그린뉴딜,krx_numeric,Y,0.35,10,N,N,N,0,
377990,TIGER Fn신재생에너지,krx_numeric,Y,0.35,10,N,N,N,1,sector.clean_energy
379780,RISE 미국S&P500,krx_numeric,N,,0,N,N,N,0,
379790,RISE 유로스탁스50(H),krx_numeric,N,,0,N,N,N,0,
379800,KODEX 미국S&P500,krx_numeric,Y,0.55,0,Y,Y,Y,1,strategy.sp500
379810,KODEX 미국나스닥100,krx_numeric,Y,0.55,0,Y,Y,Y,1,strategy.nasdaq100
380340,ACE 코리아AI테크핵심산업,krx_numeric,Y,0.35,10,N,N,N,2,sector.semiconductor|sector.it
381170,TIGER 미국테크TOP10 INDXX,krx_numeric,N,,0,N,N,N,0,
381180,TIGER 미국필라델피아반도체나스닥,krx_numeric,N,,0,N,N,N,0,
381560,HANARO Fn전기&수소차,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
381570,HANARO Fn친환경에너지,krx_numeric,Y,0.35,10,N,N,N,2,sector.clean_energy|sector.ev_battery
385510,KODEX 신재생에너지액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.clean_energy
385520,KODEX 자율주행액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.autonomous_mobility
385540,RISE 종합채권(A-이상)액티브,krx_numeric,N,,0,N,N,N,0,
385550,RISE 단기채권알파액티브,krx_numeric,N,,0,N,N,N,0,
385560,RISE KIS국고채30년Enhanced,krx_numeric,N,,0,N,N,N,0,
385590,ACE ESG액티브,krx_numeric,Y,0.45,10,N,N,N,0,
385600,ACE 2차전지&친환경차액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.ev_battery
385710,TIME K이노베이션액티브,krx_numeric,Y,0.45,10,N,N,N,2,sector.ev_battery|sector.healthcare_bio_pharma
385720,TIME 코스피액티브,krx_numeric,Y,0.45,10,N,N,N,0,
387270,TIGER 글로벌이노베이션액티브,krx_numeric,N,,0,N,N,N,0,
387280,TIGER 퓨처모빌리티액티브,krx_numeric,Y,0.45,10,N,N,N,2,sector.ev_battery|sector.autonomous_mobility
388280,RISE K엔터&여행레저,krx_numeric,Y,0.35,10,N,N,N,1,strategy.consumer_discretionary
388420,RISE 비메모리반도체액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.semiconductor
390390,KODEX 미국반도체,krx_numeric,N,,0,N,N,N,0,
390400,KODEX 미국스마트모빌리티S&P,krx_numeric,N,,0,N,N,N,0,
391600,ACE 미국친환경그린테마,krx_numeric,N,,0,N,N,N,0,
391670,HK 베스트일레븐액티브,krx_numeric,Y,0.45,10,N,N,N,0,
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,krx_numeric,N,,0,N,N,N,0,
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),krx_numeric,N,,0,N,N,N,0,
395150,KODEX 웹툰&드라마,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
395160,KODEX AI반도체TOP2플러스,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
395170,KODEX Top10동일가중,krx_numeric,Y,0.35,10,N,N,N,0,
395270,HANARO Fn K-반도체,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
395280,HANARO Fn K-게임,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
395290,HANARO Fn K-POP&미디어,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
395750,PLUS ESG가치주액티브,krx_numeric,Y,0.45,10,N,N,N,1,strategy.value
395760,PLUS ESG성장주액티브,krx_numeric,Y,0.45,10,N,N,N,1,strategy.growth
396500,TIGER 반도체TOP10,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
396510,TIGER 차이나클린에너지SOLACTIVE,krx_numeric,N,,0,N,N,N,0,
396520,TIGER 차이나반도체FACTSET,krx_numeric,N,,0,N,N,N,0,
397420,RISE 국채선물5년추종,krx_numeric,N,,0,N,N,N,0,
399110,SOL 미국S&P500ESG,krx_numeric,N,,0,N,N,N,0,
399580,RISE 글로벌클린에너지,krx_numeric,N,,0,N,N,N,0,
400570,KODEX 유럽탄소배출권선물ICE(H),krx_numeric,N,,0,N,N,N,0,
400580,SOL 유럽탄소배출권선물S&P(H),krx_numeric,N,,0,N,N,N,0,
400590,SOL 글로벌탄소배출권선물ICE(합성),krx_numeric,N,,0,N,N,N,0,
400970,TIGER Fn메타버스,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
401170,RISE 메타버스,krx_numeric,Y,0.35,10,N,N,N,1,sector.game_entertainment_media
401470,KODEX 메타버스액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.game_entertainment_media
401590,HANARO 글로벌탄소배출권선물ICE(합성),krx_numeric,N,,0,N,N,N,0,
402460,HANARO Fn K-메타버스MZ,krx_numeric,Y,0.35,10,N,N,N,0,
402970,ACE 미국배당다우존스,krx_numeric,N,,0,N,N,N,0,
403790,MIDAS 코스피액티브,krx_numeric,Y,0.45,10,N,N,N,0,
404120,TIME K신재생에너지액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.clean_energy
404260,KODEX 기후변화솔루션,krx_numeric,Y,0.35,10,N,N,N,1,sector.clean_energy
404540,TIGER KRX기후변화솔루션,krx_numeric,Y,0.35,10,N,N,N,1,sector.clean_energy
404650,SOL KRX기후변화솔루션,krx_numeric,Y,0.35,10,N,N,N,1,sector.clean_energy
407300,HANARO Fn골프테마,krx_numeric,Y,0.35,10,N,N,N,0,
407310,HANARO 200 TOP10,krx_numeric,Y,0.35,10,N,N,N,0,
407820,에셋플러스 코리아플랫폼액티브,krx_numeric,Y,0.45,10,N,N,N,0,
407830,에셋플러스 글로벌플랫폼액티브,krx_numeric,N,,0,N,N,N,0,
409810,KODEX 미국나스닥100선물인버스(H),krx_numeric,N,,0,N,N,N,0,
409820,KODEX 미국나스닥100레버리지(합성 H),krx_numeric,N,,0,N,N,N,0,
410870,TIME K컬처액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.game_entertainment_media
411060,ACE KRX금현물,krx_numeric,N,,0,N,N,N,0,
411420,KODEX 미국나스닥AI테크액티브,krx_numeric,N,,0,N,N,N,0,
411540,SOL 200 Top10,krx_numeric,Y,0.35,10,N,N,N,0,
411860,KIWOOM 독일DAX,krx_numeric,N,,0,N,N,N,0,
412560,TIGER BBIG레버리지,krx_numeric,Y,0.45,10,N,N,N,1,strategy.leverage
412570,TIGER 2차전지TOP10레버리지,krx_numeric,Y,0.45,10,N,N,N,2,strategy.leverage|sector.ev_battery
412770,TIGER 글로벌AI플랫폼액티브,krx_numeric,N,,0,N,N,N,0,
413220,SOL 차이나태양광CSI(합성),krx_numeric,N,,0,N,N,N,0,
413930,WON AI ESG액티브,krx_numeric,Y,0.45,10,N,N,N,0,
414270,ACE 글로벌자율주행액티브,krx_numeric,N,,0,N,N,N,0,
414780,TIGER 차이나과창판STAR50(합성),krx_numeric,N,,0,N,N,N,0,
415340,KODEX 차이나과창판STAR50(합성),krx_numeric,N,,0,N,N,N,0,
415760,SOL 차이나육성산업액티브(합성),krx_numeric,N,,0,N,N,N,0,
415920,PLUS 글로벌희토류&전략자원생산기업,krx_numeric,N,,0,N,N,N,0,
416090,ACE 중국과창판STAR50,krx_numeric,N,,0,N,N,N,0,
417450,RISE 글로벌수소경제,krx_numeric,N,,0,N,N,N,0,
417630,TIGER KEDI혁신기업ESG30,krx_numeric,Y,0.35,10,N,N,N,0,
418660,TIGER 미국나스닥100레버리지(합성),krx_numeric,N,,0,N,N,N,0,
418670,TIGER 글로벌AI사이버보안,krx_numeric,N,,0,N,N,N,0,
419420,KODEX 미국클린에너지나스닥,krx_numeric,N,,0,N,N,N,0,
419430,KODEX 차이나2차전지MSCI(합성),krx_numeric,N,,0,N,N,N,0,
419650,PLUS 글로벌수소&차세대연료전지,krx_numeric,N,,0,N,N,N,0,
419890,KIWOOM 단기채권ESG액티브,krx_numeric,N,,0,N,N,N,0,
421320,PLUS 우주항공,krx_numeric,Y,0.35,10,N,N,N,1,sector.aerospace_defense
422420,RISE 2차전지액티브,krx_numeric,Y,0.45,10,N,N,N,1,sector.ev_battery
423160,KODEX KOFR금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
423170,SOL 글로벌AI반도체탑픽액티브,krx_numeric,N,,0,N,N,N,0,
423920,TIGER 미국필라델피아반도체레버리지(합성),krx_numeric,N,,0,N,N,N,0,
424460,HANARO 글로벌워터MSCI(합성),krx_numeric,N,,0,N,N,N,0,
426020,TIME 미국S&P500액티브,krx_numeric,N,,0,N,N,N,0,
426030,TIME 미국나스닥100액티브,krx_numeric,N,,0,N,N,N,0,
426150,WON 대한민국국고채액티브,krx_numeric,N,,0,N,N,N,0,
427120,RISE AI플랫폼,krx_numeric,Y,0.35,10,N,N,N,1,sector.it
428510,KODEX 차이나AI테크액티브,krx_numeric,N,,0,N,N,N,0,
428560,KODEX 미국ETF산업Top10 Indxx,krx_numeric,N,,0,N,N,N,0,
429000,TIGER 미국S&P500배당귀족,krx_numeric,N,,0,N,N,N,0,
429010,TIGER 미국나스닥넥스트100,krx_numeric,N,,0,N,N,N,0,
429740,PLUS K리츠,krx_numeric,Y,0.35,10,N,N,N,1,strategy.reit
429760,PLUS 미국S&P500,krx_numeric,N,,0,N,N,N,0,
429980,SOL 한국형글로벌전기차&2차전지액티브,krx_numeric,N,,0,N,N,N,0,
430500,KIWOOM 물가채KIS,krx_numeric,N,,0,N,N,N,0,
432600,RISE 국채선물3년,krx_numeric,N,,0,N,N,N,0,
432840,HANARO 미국S&P500,krx_numeric,N,,0,N,N,N,0,
433220,에셋플러스 글로벌대장장이액티브,krx_numeric,N,,0,N,N,N,0,
433250,UNICORN R&D 액티브,krx_numeric,Y,0.45,10,N,N,N,0,
433330,SOL 미국S&P500,krx_numeric,N,,0,N,N,N,0,
433500,ACE 원자력TOP10,krx_numeric,Y,0.35,10,N,N,N,0,
433880,PLUS TDF2060액티브 적격,krx_numeric,N,,0,N,N,N,0,
433970,KODEX TDF2030액티브 적격,krx_numeric,N,,0,N,N,N,0,
433980,KODEX TDF2040액티브 적격,krx_numeric,N,,0,N,N,N,0,
434060,KODEX TDF2050액티브 적격,krx_numeric,N,,0,N,N,N,0,
434730,HANARO 원자력iSelect,krx_numeric,Y,0.35,10,N,N,N,0,
434960,DAISHIN343 K200,krx_numeric,Y,0.35,10,N,N,N,0,
435040,ACE 글로벌브랜드TOP10,krx_numeric,N,,0,N,N,N,0,
435420,TIGER 미국나스닥100채권혼합50,krx_numeric,N,,0,N,N,N,0,
435530,KIWOOM TDF2030액티브 적격,krx_numeric,N,,0,N,N,N,0,
435540,KIWOOM TDF2040액티브 적격,krx_numeric,N,,0,N,N,N,0,
435550,KIWOOM TDF2050액티브 적격,krx_numeric,N,,0,N,N,N,0,
436140,SOL 종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
437070,KODEX 아시아달러채권ESG플러스액티브,krx_numeric,N,,0,N,N,N,0,
437080,KODEX 미국종합채권ESG액티브(H),krx_numeric,N,,0,N,N,N,0,
437350,RISE 미국단기투자등급회사채액티브,krx_numeric,N,,0,N,N,N,0,
437370,RISE 글로벌농업경제,krx_numeric,N,,0,N,N,N,0,
438080,ACE 미국S&P500미국채혼합50액티브,krx_numeric,N,,0,N,N,N,0,
438100,ACE 미국나스닥100미국채혼합50액티브,krx_numeric,N,,0,N,N,N,0,
438320,TIGER 차이나항셍테크레버리지(합성 H),krx_numeric,N,,0,N,N,N,0,
438330,TIGER 우량회사채액티브,krx_numeric,N,,0,N,N,N,0,
438560,SOL 국고채3년,krx_numeric,N,,0,N,N,N,0,
438570,SOL 국고채10년,krx_numeric,N,,0,N,N,N,0,
438740,MIDAS 중소형액티브,krx_numeric,Y,0.45,10,N,N,N,0,
438900,HANARO Fn K-푸드,krx_numeric,Y,0.35,10,N,N,N,0,
439860,KODEX ESG종합채권(A-이상)액티브,krx_numeric,N,,0,N,N,N,0,
439870,KODEX 국고채30년액티브,krx_numeric,N,,0,N,N,N,0,
440340,TIGER 글로벌멀티에셋TIF액티브,krx_numeric,N,,0,N,N,N,0,
440640,ACE 단기채권알파액티브,krx_numeric,N,,0,N,N,N,0,
440650,ACE 미국달러단기채권액티브,krx_numeric,N,,0,N,N,N,0,
440910,WON 미국우주항공방산,krx_numeric,N,,0,N,N,N,0,
441540,HANARO Fn조선해운,krx_numeric,Y,0.35,10,N,N,N,0,
441640,KODEX 미국배당커버드콜액티브,krx_numeric,Y,0.55,0,Y,Y,Y,2,strategy.sp500|dividend.covered_call
441680,TIGER 미국나스닥100커버드콜(합성),krx_numeric,N,,0,N,N,N,0,
441800,TIME Korea플러스배당액티브,krx_numeric,Y,0.45,10,N,N,N,0,
442090,에셋플러스 코리아대장장이액티브,krx_numeric,Y,0.45,10,N,N,N,0,
442260,마이티 다이나믹퀀트액티브,krx_numeric,Y,0.45,10,N,N,N,0,
442320,RISE 글로벌원자력,krx_numeric,N,,0,N,N,N,0,
442550,RISE TDF2030액티브 적격,krx_numeric,N,,0,N,N,N,0,
442560,RISE TDF2040액티브 적격,krx_numeric,N,,0,N,N,N,0,
442570,RISE TDF2050액티브 적격,krx_numeric,N,,0,N,N,N,0,
442580,PLUS 글로벌HBM반도체,krx_numeric,N,,0,N,N,N,0,
444200,SOL 코리아메가테크액티브,krx_numeric,Y,0.45,10,N,N,N,0,
444490,WON 미국S&P500,krx_numeric,N,,0,N,N,N,0,
445150,KODEX 친환경조선해운액티브,krx_numeric,Y,0.45,10,N,N,N,0,
445290,KODEX 로봇액티브,krx_numeric,Y,0.45,10,N,N,N,0,
445690,BNK 주주가치액티브,krx_numeric,Y,0.45,10,N,N,N,0,
445910,TIGER MKF배당귀족,krx_numeric,Y,0.35,10,N,N,N,1,dividend.korea_high_dividend
446690,KODEX 아시아AI반도체exChina액티브,krx_numeric,N,,0,N,N,N,0,
446700,RISE 배터리 리사이클링,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
446720,SOL 미국배당다우존스,krx_numeric,N,,0,N,N,N,0,
446770,ACE 글로벌반도체TOP4 Plus,krx_numeric,N,,0,N,N,N,0,
447430,ACE 주주환원가치주액티브,krx_numeric,Y,0.45,10,N,N,N,1,strategy.value
447620,SOL 미국TOP5채권혼합50,krx_numeric,N,,0,N,N,N,0,
447660,PLUS 애플채권혼합,krx_numeric,N,,0,N,N,N,0,
447770,TIGER 테슬라채권혼합Fn,krx_numeric,N,,0,N,N,N,0,
448100,WON 200,krx_numeric,Y,0.35,10,N,N,N,0,
448290,TIGER 미국S&P500(H),krx_numeric,N,,0,N,N,N,0,
448300,TIGER 미국나스닥100(H),krx_numeric,N,,0,N,N,N,0,
448330,KODEX 삼성전자채권혼합,krx_numeric,N,,0,N,N,N,0,
448490,HANARO 32-10 국고채액티브,krx_numeric,N,,0,N,N,N,0,
448540,ACE 엔비디아채권혼합,krx_numeric,N,,0,N,N,N,0,
448570,FOCUS AI코리아액티브,krx_numeric,Y,0.45,10,N,N,N,0,
448630,RISE 삼성그룹Top3채권혼합,krx_numeric,N,,0,N,N,N,0,
449170,TIGER KOFR금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
449180,KODEX 미국S&P500(H),krx_numeric,N,,0,N,N,N,0,
449190,KODEX 미국나스닥100(H),krx_numeric,N,,0,N,N,N,0,
449450,PLUS K방산,krx_numeric,Y,0.75,11,Y,Y,Y,1,sector.aerospace_defense
449580,RISE 테슬라애플아마존채권혼합,krx_numeric,N,,0,N,N,N,0,
449680,TIGER 한중전기차(합성),krx_numeric,N,,0,N,N,N,0,
449690,TIGER 한중반도체(합성),krx_numeric,N,,0,N,N,N,0,
449770,KIWOOM 미국S&P500,krx_numeric,N,,0,N,N,N,0,
449780,KIWOOM 미국S&P500(H),krx_numeric,N,,0,N,N,N,0,
450180,KODEX 한중전기차(합성),krx_numeric,N,,0,N,N,N,0,
450190,KODEX 한중반도체(합성),krx_numeric,N,,0,N,N,N,0,
450910,SOL 코스닥150,krx_numeric,Y,0.35,10,N,N,N,0,
451000,PLUS 종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
451060,1Q 200액티브,krx_numeric,Y,0.45,10,N,N,N,0,
451150,에셋플러스 글로벌영에이지액티브,krx_numeric,N,,0,N,N,N,0,
451530,TIGER 국고채30년스트립액티브,krx_numeric,N,,0,N,N,N,0,
451540,TIGER 종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
451600,PLUS 국고채30년액티브,krx_numeric,N,,0,N,N,N,0,
451670,RISE 국채30년레버리지(합성),krx_numeric,N,,0,N,N,N,0,
452250,ACE 미국30년국채선물레버리지(합성 H),krx_numeric,N,,0,N,N,N,0,
452360,SOL 미국배당다우존스(H),krx_numeric,N,,0,N,N,N,0,
453010,PLUS KOFR금리,krx_numeric,N,,0,N,N,N,0,
453060,HANARO KOFR금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
453080,KIWOOM 미국나스닥100(H),krx_numeric,N,,0,N,N,N,0,
453330,RISE 미국S&P500(H),krx_numeric,N,,0,N,N,N,0,
453630,KODEX 미국S&P500필수소비재,krx_numeric,N,,0,N,N,N,0,
453640,KODEX 미국S&P500헬스케어,krx_numeric,N,,0,N,N,N,0,
453650,KODEX 미국S&P500금융,krx_numeric,N,,0,N,N,N,0,
453660,KODEX 미국S&P500경기소비재,krx_numeric,N,,0,N,N,N,0,
453810,KODEX 인도Nifty50,krx_numeric,N,,0,N,N,N,0,
453820,KODEX 인도Nifty50레버리지(합성),krx_numeric,N,,0,N,N,N,0,
453850,ACE 미국30년국채액티브(H),krx_numeric,N,,0,N,N,N,0,
453870,TIGER 인도니프티50,krx_numeric,N,,0,N,N,N,0,
453950,TIGER TSMC파운드리밸류체인,krx_numeric,N,,0,N,N,N,0,
454180,KIWOOM 차이나내수소비TOP CSI,krx_numeric,N,,0,N,N,N,0,
454320,HANARO CAPEX설비투자iSelect,krx_numeric,Y,0.35,10,N,N,N,0,
454780,KIWOOM 종합채권(AA-이상)액티브,krx_numeric,N,,0,N,N,N,0,
455030,KODEX 미국달러SOFR금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
455660,ACE 미국하이일드액티브(H),krx_numeric,N,,0,N,N,N,0,
455850,SOL AI반도체소부장,krx_numeric,Y,0.35,10,N,N,N,1,sector.semiconductor
455860,SOL 2차전지소부장Fn,krx_numeric,Y,0.35,10,N,N,N,1,sector.ev_battery
455890,RISE 머니마켓액티브,krx_numeric,N,,0,N,N,N,0,
455960,RISE 미국달러SOFR금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
456200,PLUS 미국달러SOFR금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
456250,KODEX 유럽명품TOP10 STOXX,krx_numeric,N,,0,N,N,N,0,
456600,TIME 글로벌AI인공지능액티브,krx_numeric,N,,0,N,N,N,0,
456610,TIGER 미국달러SOFR금리액티브(합성),krx_numeric,N,,0,N,N,N,0,
456680,TIGER 차이나전기차레버리지(합성),krx_numeric,N,,0,N,N,N,0,
456880,ACE 미국달러SOFR금리(합성),krx_numeric,N,,0,N,N,N,0,
457480,ACE 테슬라밸류체인액티브,krx_numeric,N,,0,N,N,N,0,
457690,KODEX 33-06 국고채액티브,krx_numeric,N,,0,N,N,N,0,
457700,KODEX 53-09 국고채액티브,krx_numeric,N,,0,N,N,N,0,
