universeKey,shortCode,name,status,score,grade,provenanceSelected,provenanceBacked,regionEligibility,regionEvidence,sectorEligibility,sectorEvidence,dividendEligibility,dividendEvidence
304660,304660,KODEX 미국30년국채울트라선물(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
304670,304670,KODEX 미국30년국채울트라선물인버스(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
304760,304760,HANARO KRX300,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
304770,304770,HANARO 코스닥150,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
304780,304780,HANARO 200선물레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
304940,304940,KODEX 미국나스닥100선물(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
305050,305050,ACE 코스피,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
305080,305080,TIGER 미국채10년선물,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
305540,305540,TIGER 2차전지테마,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
305720,305720,KODEX 2차전지산업,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
306520,306520,HANARO 200선물인버스,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
306530,306530,HANARO 코스닥150선물레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
306950,306950,KODEX KRX300레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
307510,307510,TIGER 의료기기,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
307520,307520,TIGER 지주회사,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
308620,308620,KODEX 미국10년국채선물,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
309230,309230,ACE 미국WideMoat동일가중,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
310080,310080,RISE 중국MSCI China(H),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
310960,310960,TIGER 200TR,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
310970,310970,TIGER MSCI Korea TR,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
314250,314250,KODEX 미국빅테크10(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
314700,314700,HANARO 농업융복합산업,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
315270,315270,TIGER 200커뮤니케이션서비스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
315930,315930,KODEX Top5PlusTR,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
315960,315960,RISE 대형고배당10TR,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
316300,316300,ACE 싱가포르리츠,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
316670,316670,KIWOOM 코스닥150,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
319640,319640,TIGER 골드선물(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
321410,321410,KODEX 멀티에셋하이인컴(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
322400,322400,HANARO e커머스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
322410,322410,HANARO K고배당,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
325010,325010,KODEX 성장주,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
325020,325020,KODEX 배당가치,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
326230,326230,RISE 내수주플러스,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
326240,326240,RISE IT플러스,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
328370,328370,PLUS 코스피TR,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
329200,329200,TIGER 리츠부동산인프라,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
329650,329650,KODEX TRF3070,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
329660,329660,KODEX TRF5050,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
329670,329670,KODEX TRF7030,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
329750,329750,TIGER 미국달러단기채권액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
332500,332500,ACE 200TR,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
332610,332610,PLUS 미국단기회사채(AAA~A),partial,61,B,9,9,unknown,n/a,unknown,n/a,unknown,n/a
332620,332620,PLUS 미국장기우량회사채,partial,61,B,9,9,unknown,n/a,unknown,n/a,unknown,n/a
332930,332930,HANARO 200TR,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
332940,332940,HANARO MSCI Korea TR,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
334690,334690,RISE 팔라듐선물(H),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
334700,334700,RISE 팔라듐선물인버스(H),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
336160,336160,RISE 금융채액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
337120,337120,KODEX 멀티팩터,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
337140,337140,KODEX 코스피대형주,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
337150,337150,KODEX 200exTOP,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
337160,337160,KODEX 200ESG,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
341850,341850,TIGER 리츠부동산인프라채권,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
352540,352540,KODEX 일본부동산리츠(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
352560,352560,KODEX 미국부동산리츠(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
354240,354240,RISE 미국고정배당우선증권,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
354350,354350,HANARO 글로벌럭셔리S&P(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
354500,354500,ACE 코스닥150,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
356540,356540,ACE 종합채권(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
357870,357870,TIGER CD금리투자KIS(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
359210,359210,KODEX 코스피TR,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
360140,360140,KODEX 200롱코스닥150숏선물,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
360150,360150,KODEX 코스닥150롱코스피200숏선물,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
360200,360200,ACE 미국S&P500,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
360750,360750,TIGER 미국S&P500,partial,68,B,12,12,unknown,n/a,unknown,n/a,eligible,insufficient
361580,361580,RISE 200TR,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
363510,363510,SOL KIS단기통안채,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
363570,363570,KODEX 장기종합채권(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
363580,363580,KODEX 200IT TR,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
364690,364690,KODEX 혁신기술테마액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
364960,364960,TIGER BBIG,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
364970,364970,TIGER 바이오TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
364980,364980,TIGER 2차전지TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
364990,364990,TIGER 게임TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
365000,365000,TIGER 인터넷TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
365040,365040,TIGER AI코리아그로스액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
365780,365780,ACE 국고채10년,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
367380,367380,ACE 미국나스닥100,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
367740,367740,HANARO Fn5G산업,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
367760,367760,RISE 네트워크인프라,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
367770,367770,RISE 수소경제테마,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
368190,368190,HANARO Fn K-뉴딜디지털플러스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
368590,368590,RISE 미국나스닥100,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
368680,368680,KODEX K-뉴딜디지털플러스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
371150,371150,RISE 차이나항셍테크,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
371160,371160,TIGER 차이나항셍테크,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
371450,371450,TIGER 글로벌클라우드컴퓨팅INDXX,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
371460,371460,TIGER 차이나전기차SOLACTIVE,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
371470,371470,TIGER 차이나바이오테크SOLACTIVE,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
371870,371870,ACE 차이나항셍테크,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
372330,372330,KODEX 차이나항셍테크,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
373490,373490,KODEX 코리아혁신성장액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
373790,373790,KIWOOM 미국방어배당성장나스닥,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
375270,375270,RISE 글로벌데이터센터리츠(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
375760,375760,HANARO 탄소효율그린뉴딜,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
375770,375770,KODEX 탄소효율그린뉴딜,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
376410,376410,TIGER 탄소효율그린뉴딜,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
377990,377990,TIGER Fn신재생에너지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
379780,379780,RISE 미국S&P500,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
379790,379790,RISE 유로스탁스50(H),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
379800,379800,KODEX 미국S&P500,partial,33,C,8,8,unknown,n/a,unknown,n/a,eligible,insufficient
379810,379810,KODEX 미국나스닥100,partial,33,C,8,8,unknown,n/a,unknown,n/a,eligible,insufficient
380340,380340,ACE 코리아AI테크핵심산업,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
381170,381170,TIGER 미국테크TOP10 INDXX,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
381180,381180,TIGER 미국필라델피아반도체나스닥,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
381560,381560,HANARO Fn전기&수소차,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
381570,381570,HANARO Fn친환경에너지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
385510,385510,KODEX 신재생에너지액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
385520,385520,KODEX 자율주행액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
385540,385540,RISE 종합채권(A-이상)액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
385550,385550,RISE 단기채권알파액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
385560,385560,RISE KIS국고채30년Enhanced,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
385590,385590,ACE ESG액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
385600,385600,ACE 2차전지&친환경차액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
385710,385710,TIME K이노베이션액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
385720,385720,TIME 코스피액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
387270,387270,TIGER 글로벌이노베이션액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
387280,387280,TIGER 퓨처모빌리티액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
388280,388280,RISE K엔터&여행레저,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
388420,388420,RISE 비메모리반도체액티브,partial,76,A,12,12,unknown,n/a,unknown,n/a,unknown,n/a
390390,390390,KODEX 미국반도체,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
390400,390400,KODEX 미국스마트모빌리티S&P,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
391600,391600,ACE 미국친환경그린테마,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
391670,391670,HK 베스트일레븐액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
394660,394660,TIGER 글로벌자율주행&전기차SOLACTIVE,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
394670,394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
395150,395150,KODEX 웹툰&드라마,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
395160,395160,KODEX AI반도체TOP2플러스,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
395170,395170,KODEX Top10동일가중,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
395270,395270,HANARO Fn K-반도체,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
395280,395280,HANARO Fn K-게임,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
395290,395290,HANARO Fn K-POP&미디어,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
395750,395750,PLUS ESG가치주액티브,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
395760,395760,PLUS ESG성장주액티브,partial,76,A,12,12,unknown,n/a,unknown,n/a,unknown,n/a
396500,396500,TIGER 반도체TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
396510,396510,TIGER 차이나클린에너지SOLACTIVE,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
396520,396520,TIGER 차이나반도체FACTSET,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
397420,397420,RISE 국채선물5년추종,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
399110,399110,SOL 미국S&P500ESG,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
399580,399580,RISE 글로벌클린에너지,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
400570,400570,KODEX 유럽탄소배출권선물ICE(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
400580,400580,SOL 유럽탄소배출권선물S&P(H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
400590,400590,SOL 글로벌탄소배출권선물ICE(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
400970,400970,TIGER Fn메타버스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
401170,401170,RISE 메타버스,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
401470,401470,KODEX 메타버스액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
401590,401590,HANARO 글로벌탄소배출권선물ICE(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
402460,402460,HANARO Fn K-메타버스MZ,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
402970,402970,ACE 미국배당다우존스,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
403790,403790,MIDAS 코스피액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
404120,404120,TIME K신재생에너지액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
404260,404260,KODEX 기후변화솔루션,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
404540,404540,TIGER KRX기후변화솔루션,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
404650,404650,SOL KRX기후변화솔루션,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
407300,407300,HANARO Fn골프테마,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
407310,407310,HANARO 200 TOP10,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
407820,407820,에셋플러스 코리아플랫폼액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
407830,407830,에셋플러스 글로벌플랫폼액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
409810,409810,KODEX 미국나스닥100선물인버스(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
409820,409820,KODEX 미국나스닥100레버리지(합성 H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
410870,410870,TIME K컬처액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
411060,411060,ACE KRX금현물,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
411420,411420,KODEX 미국나스닥AI테크액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
411540,411540,SOL 200 Top10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
411860,411860,KIWOOM 독일DAX,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
412560,412560,TIGER BBIG레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
412570,412570,TIGER 2차전지TOP10레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
412770,412770,TIGER 글로벌AI플랫폼액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
413220,413220,SOL 차이나태양광CSI(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
413930,413930,WON AI ESG액티브,partial,68,B,12,12,unknown,n/a,unknown,n/a,unknown,n/a
414270,414270,ACE 글로벌자율주행액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
414780,414780,TIGER 차이나과창판STAR50(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
415340,415340,KODEX 차이나과창판STAR50(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
415760,415760,SOL 차이나육성산업액티브(합성),partial,68,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
415920,415920,PLUS 글로벌희토류&전략자원생산기업,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
416090,416090,ACE 중국과창판STAR50,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
417450,417450,RISE 글로벌수소경제,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
417630,417630,TIGER KEDI혁신기업ESG30,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
418660,418660,TIGER 미국나스닥100레버리지(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
418670,418670,TIGER 글로벌AI사이버보안,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
419420,419420,KODEX 미국클린에너지나스닥,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
419430,419430,KODEX 차이나2차전지MSCI(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
419650,419650,PLUS 글로벌수소&차세대연료전지,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
419890,419890,KIWOOM 단기채권ESG액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
421320,421320,PLUS 우주항공,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
422420,422420,RISE 2차전지액티브,partial,76,A,12,12,unknown,n/a,unknown,n/a,unknown,n/a
423160,423160,KODEX KOFR금리액티브(합성),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
423170,423170,SOL 글로벌AI반도체탑픽액티브,partial,68,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
423920,423920,TIGER 미국필라델피아반도체레버리지(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
424460,424460,HANARO 글로벌워터MSCI(합성),partial,20,D,5,2,unknown,n/a,unknown,n/a,unknown,n/a
426020,426020,TIME 미국S&P500액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
426030,426030,TIME 미국나스닥100액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
426150,426150,WON 대한민국국고채액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
427120,427120,RISE AI플랫폼,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
428510,428510,KODEX 차이나AI테크액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
428560,428560,KODEX 미국ETF산업Top10 Indxx,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
429000,429000,TIGER 미국S&P500배당귀족,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
429010,429010,TIGER 미국나스닥넥스트100,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
429740,429740,PLUS K리츠,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
429760,429760,PLUS 미국S&P500,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
429980,429980,SOL 한국형글로벌전기차&2차전지액티브,partial,68,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
430500,430500,KIWOOM 물가채KIS,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
432600,432600,RISE 국채선물3년,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
432840,432840,HANARO 미국S&P500,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
433220,433220,에셋플러스 글로벌대장장이액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
433250,433250,UNICORN R&D 액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
433330,433330,SOL 미국S&P500,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
433500,433500,ACE 원자력TOP10,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
433880,433880,PLUS TDF2060액티브 적격,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
433970,433970,KODEX TDF2030액티브 적격,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
433980,433980,KODEX TDF2040액티브 적격,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
434060,434060,KODEX TDF2050액티브 적격,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
434730,434730,HANARO 원자력iSelect,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
434960,434960,DAISHIN343 K200,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
435040,435040,ACE 글로벌브랜드TOP10,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
435420,435420,TIGER 미국나스닥100채권혼합50,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
435530,435530,KIWOOM TDF2030액티브 적격,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
435540,435540,KIWOOM TDF2040액티브 적격,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
435550,435550,KIWOOM TDF2050액티브 적격,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
436140,436140,SOL 종합채권(AA-이상)액티브,partial,68,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
437070,437070,KODEX 아시아달러채권ESG플러스액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
437080,437080,KODEX 미국종합채권ESG액티브(H),partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
437350,437350,RISE 미국단기투자등급회사채액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
437370,437370,RISE 글로벌농업경제,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
438080,438080,ACE 미국S&P500미국채혼합50액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
438100,438100,ACE 미국나스닥100미국채혼합50액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
438320,438320,TIGER 차이나항셍테크레버리지(합성 H),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
438330,438330,TIGER 우량회사채액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
438560,438560,SOL 국고채3년,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
438570,438570,SOL 국고채10년,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
438740,438740,MIDAS 중소형액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
438900,438900,HANARO Fn K-푸드,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
439860,439860,KODEX ESG종합채권(A-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
439870,439870,KODEX 국고채30년액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
440340,440340,TIGER 글로벌멀티에셋TIF액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
440640,440640,ACE 단기채권알파액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
440650,440650,ACE 미국달러단기채권액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
440910,440910,WON 미국우주항공방산,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
441540,441540,HANARO Fn조선해운,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
441640,441640,KODEX 미국배당커버드콜액티브,partial,33,C,9,9,unknown,n/a,unknown,n/a,eligible,insufficient
441680,441680,TIGER 미국나스닥100커버드콜(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
441800,441800,TIME Korea플러스배당액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
442090,442090,에셋플러스 코리아대장장이액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
442260,442260,마이티 다이나믹퀀트액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
442320,442320,RISE 글로벌원자력,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
442550,442550,RISE TDF2030액티브 적격,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
