universeKey,shortCode,name,status,score,grade,provenanceSelected,provenanceBacked,regionEligibility,regionEvidence,sectorEligibility,sectorEvidence,dividendEligibility,dividendEvidence
487230,487230,KODEX 미국AI전력핵심인프라,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
487240,487240,KODEX AI전력핵심설비,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
487340,487340,ACE 머니마켓액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
487750,487750,BNK 온디바이스AI,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
487910,487910,ACE 인도컨슈머파워액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
487920,487920,ACE 인도시장대표BIG5그룹액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
487950,487950,KODEX 대만테크고배당다우존스,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
488080,488080,TIGER 반도체TOP10레버리지,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
488200,488200,KIWOOM K-2차전지북미공급망,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
488210,488210,KIWOOM K-반도체북미공급망,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
488290,488290,MIDAS 일본테크액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
488480,488480,RISE 일본섹터TOP4Plus,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
488500,488500,TIGER 미국S&P500동일가중,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
488720,488720,WON 종합채권(AA-이상)액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
488770,488770,KODEX 머니마켓액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
488980,488980,SOL 26-12 회사채(AA-이상)액티브,partial,53,C,9,9,unknown,n/a,unknown,n/a,unknown,n/a
489000,489000,PLUS 일본엔화초단기국채(합성),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
489010,489010,PLUS 글로벌AI인프라,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
489030,489030,PLUS 고배당주위클리커버드콜,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
489250,489250,KODEX 미국배당다우존스,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
489290,489290,WON 미국빌리어네어,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
489860,489860,KIWOOM 글로벌전력GRID인프라,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
490090,490090,TIGER 미국AI빅테크10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
490330,490330,KoAct 미국치매&뇌질환치료제액티브,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
490480,490480,SOL K방산,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
490490,490490,SOL 미국배당미국채혼합50,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
490590,490590,RISE 미국AI밸류체인데일리고정커버드콜,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
490600,490600,RISE 미국배당100데일리고정커버드콜,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
491010,491010,TIGER 글로벌AI전력인프라액티브,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
491090,491090,KODEX 미국테크TOP3플러스,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
491220,491220,PLUS 200TR,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
491230,491230,PLUS 국공채머니마켓액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
491510,491510,파워 K-주주가치액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
491610,491610,1Q CD금리액티브(합성),partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
491620,491620,RISE 미국테크100데일리고정커버드콜,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
491630,491630,RISE 미국반도체인버스(합성 H),partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
491700,491700,HK 200,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
491820,491820,HANARO 전력설비투자,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
491830,491830,TIGER 미국AI반도체팹리스,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
492500,492500,1Q 현대차그룹채권(A+이상)&국고통안,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
493420,493420,SOL 미국배당다우존스2호,partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
493810,493810,TIGER 미국AI빅테크10타겟데일리커버드콜,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
494180,494180,TIME 글로벌소비트렌드액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
494210,494210,SOL 미국500타겟데일리커버드콜액티브,partial,53,C,9,9,unknown,n/a,unknown,n/a,unknown,n/a
494220,494220,UNICORN SK하이닉스밸류체인액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
494300,494300,KODEX 미국나스닥100데일리커버드콜OTM,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
494310,494310,KODEX 반도체레버리지,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
494330,494330,ACE 라이프자산주주가치액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
494340,494340,ACE 글로벌AI맞춤형반도체,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
494410,494410,PLUS 미국S&P500성장주,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
494420,494420,PLUS 미국배당증가성장주데일리커버드콜,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
494670,494670,TIGER 조선TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
494840,494840,TIGER 미국방산TOP10,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
494890,494890,KODEX 200액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
495040,495040,PLUS 코리아밸류업,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
495050,495050,RISE 코리아밸류업,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
495060,495060,TIME 코리아밸류업액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
495230,495230,KoAct 코리아밸류업액티브,partial,76,A,12,12,unknown,n/a,unknown,n/a,unknown,n/a
495330,495330,1Q 코리아밸류업,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
495550,495550,SOL 코리아밸류업TR,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
495750,495750,HANARO 코리아밸류업,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
495850,495850,KODEX 코리아밸류업,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
495940,495940,RISE 미국AI테크액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
496020,496020,WON 전단채플러스액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
496080,496080,TIGER 코리아밸류업,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
496090,496090,KIWOOM 코리아밸류업,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
496120,496120,ACE 코리아밸류업,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
496130,496130,TRUSTON 코리아밸류업액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
496770,496770,PLUS 글로벌방산,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
497510,497510,ACE 글로벌빅파마,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
497520,497520,ACE 일라이릴리밸류체인,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
497570,497570,TIGER 미국필라델피아AI반도체나스닥,partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
497780,497780,KoAct 미국천연가스인프라액티브,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
497880,497880,SOL CD금리&머니마켓액티브,partial,53,C,9,9,unknown,n/a,unknown,n/a,unknown,n/a
498050,498050,HANARO 바이오코리아액티브,partial,40,C,8,8,unknown,n/a,unknown,n/a,unknown,n/a
498180,498180,파워 종합채권(AA-이상)액티브,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
498270,498270,KIWOOM 미국양자컴퓨팅,partial,25,D,6,6,unknown,n/a,unknown,n/a,unknown,n/a
498400,498400,KODEX 200타겟위클리커버드콜,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
498410,498410,KODEX 금융고배당TOP10타겟위클리커버드콜,partial,40,C,7,7,unknown,n/a,unknown,n/a,unknown,n/a
498610,498610,RISE 인도디지털성장,partial,61,B,10,10,unknown,n/a,unknown,n/a,unknown,n/a
498860,498860,RISE 코리아금융고배당,partial,76,A,11,11,unknown,n/a,unknown,n/a,unknown,n/a
499150,499150,SOL 미국S&P500엔화노출(H),partial,53,C,10,10,unknown,n/a,unknown,n/a,unknown,n/a
499660,499660,TIGER CD금리플러스액티브(합성),partial,68,B,11,11,unknown,n/a,unknown,n/a,unknown,n/a
