etfCode,etfName,rank,holdingCode,holdingName,quantity,weightPct,status
472150,TIGER 배당커버드콜액티브,3,102110,TIGER 200,170,8.78,OK
472150,TIGER 배당커버드콜액티브,4,005935,삼성전자우,73,6.13,OK
472150,TIGER 배당커버드콜액티브,5,0104N0,TIGER 200타겟위클리커버드콜,300,3.05,OK
472150,TIGER 배당커버드콜액티브,6,402340,SK스퀘어,5,2.75,OK
472150,TIGER 배당커버드콜액티브,7,009150,삼성전기,3,1.84,OK
472150,TIGER 배당커버드콜액티브,8,105560,KB금융,20,1.77,OK
472150,TIGER 배당커버드콜액티브,9,086790,하나금융지주,28,1.76,OK
472150,TIGER 배당커버드콜액티브,10,005380,현대차,8,1.69,OK
0195S0,TIGER SK하이닉스단일종목레버리지,1,000660,SK하이닉스,182,73.23,OK
292150,TIGER 코리아TOP10,1,000660,SK하이닉스,369,35.26,OK
292150,TIGER 코리아TOP10,2,005930,삼성전자,"2,014",26.55,OK
292150,TIGER 코리아TOP10,3,005380,현대차,323,7.43,OK
292150,TIGER 코리아TOP10,4,105560,KB금융,674,6.50,OK
292150,TIGER 코리아TOP10,5,055550,신한지주,886,4.98,OK
292150,TIGER 코리아TOP10,6,000270,기아,588,4.37,OK
292150,TIGER 코리아TOP10,7,012450,한화에어로스페이스,82,3.98,OK
292150,TIGER 코리아TOP10,8,034020,두산에너빌리티,"1,042",3.95,OK
292150,TIGER 코리아TOP10,9,068270,셀트리온,387,3.51,OK
292150,TIGER 코리아TOP10,10,035420,NAVER,312,3.04,OK
214980,KODEX 단기채권PLUS,,,,,,EMPTY_NO_TABLE
442580,PLUS 글로벌HBM반도체,1,000660,SK하이닉스,287,-,OK
442580,PLUS 글로벌HBM반도체,2,005930,삼성전자,"1,680",-,OK
442580,PLUS 글로벌HBM반도체,3,089030,테크윙,123,-,OK
442580,PLUS 글로벌HBM반도체,4,003160,디아이,212,-,OK
442580,PLUS 글로벌HBM반도체,5,042700,한미반도체,20,-,OK
294400,KIWOOM 200TR,1,005930,삼성전자,"9,120",32.63,OK
294400,KIWOOM 200TR,2,000660,SK하이닉스,"1,084",28.12,OK
294400,KIWOOM 200TR,3,402340,SK스퀘어,180,2.94,OK
294400,KIWOOM 200TR,4,009150,삼성전기,109,1.98,OK
294400,KIWOOM 200TR,5,005380,현대차,267,1.67,OK
