etfCode,etfName,rank,holdingCode,holdingName,quantity,weightPct,status
494310,KODEX 반도체레버리지,8,222800,심텍,"1,310",2.33,OK
494310,KODEX 반도체레버리지,9,440110,파두,"1,911",2.22,OK
494310,KODEX 반도체레버리지,10,080220,제주반도체,"1,606",2.04,OK
451540,TIGER 종합채권(AA-이상)액티브,,,,,,EMPTY_NO_TABLE
494890,KODEX 200액티브,1,005930,삼성전자,"4,086",33.03,OK
494890,KODEX 200액티브,2,000660,SK하이닉스,477,27.95,OK
494890,KODEX 200액티브,3,402340,SK스퀘어,88,3.24,OK
494890,KODEX 200액티브,4,009150,삼성전기,52,2.13,OK
494890,KODEX 200액티브,5,005380,현대차,121,1.71,OK
494890,KODEX 200액티브,6,105560,KB금융,279,1.65,OK
494890,KODEX 200액티브,7,055550,신한지주,358,1.23,OK
494890,KODEX 200액티브,8,000270,기아,213,0.97,OK
494890,KODEX 200액티브,9,028260,삼성물산,84,0.96,OK
494890,KODEX 200액티브,10,086790,하나금융지주,217,0.91,OK
455850,SOL AI반도체소부장,1,042700,한미반도체,892,14.84,OK
455850,SOL AI반도체소부장,2,036930,주성엔지니어링,702,10.37,OK
455850,SOL AI반도체소부장,3,007660,이수페타시스,"1,155",9.31,OK
455850,SOL AI반도체소부장,4,240810,원익IPS,678,6.85,OK
455850,SOL AI반도체소부장,5,353200,대덕전자,704,6.49,OK
455850,SOL AI반도체소부장,6,319660,피에스케이,413,6.17,OK
455850,SOL AI반도체소부장,7,058470,리노공업,"1,053",6.16,OK
455850,SOL AI반도체소부장,8,403870,HPSP,"1,365",4.63,OK
455850,SOL AI반도체소부장,9,222800,심텍,518,4.53,OK
455850,SOL AI반도체소부장,10,014680,한솔케미칼,189,3.98,OK
469150,ACE AI반도체TOP3+,1,000660,SK하이닉스,440,27.52,OK
469150,ACE AI반도체TOP3+,2,005930,삼성전자,"3,094",26.70,OK
469150,ACE AI반도체TOP3+,3,042700,한미반도체,"3,179",22.15,OK
469150,ACE AI반도체TOP3+,4,140860,파크시스템스,206,1.77,OK
469150,ACE AI반도체TOP3+,5,240810,원익IPS,386,1.63,OK
469150,ACE AI반도체TOP3+,6,007660,이수페타시스,442,1.49,OK
469150,ACE AI반도체TOP3+,7,095340,ISC,286,1.49,OK
469150,ACE AI반도체TOP3+,8,080220,제주반도체,561,1.47,OK
469150,ACE AI반도체TOP3+,9,067310,하나마이크론,"1,135",1.47,OK
469150,ACE AI반도체TOP3+,10,403870,HPSP,989,1.40,OK
356540,ACE 종합채권(AA-이상)액티브,,,,,,EMPTY_NO_TABLE
469830,SOL 초단기채권액티브,,,,,,EMPTY_NO_TABLE
465580,ACE 미국빅테크TOP7 Plus,,,,,,EMPTY_NO_TABLE
226490,KODEX 코스피,1,005930,삼성전자,"3,778",27.44,OK
226490,KODEX 코스피,2,000660,SK하이닉스,461,24.28,OK
226490,KODEX 코스피,3,402340,SK스퀘어,86,2.85,OK
226490,KODEX 코스피,4,009150,삼성전기,49,1.80,OK
226490,KODEX 코스피,5,005380,현대차,133,1.69,OK
226490,KODEX 코스피,6,373220,LG에너지솔루션,152,1.43,OK
226490,KODEX 코스피,7,105560,KB금융,242,1.29,OK
226490,KODEX 코스피,8,032830,삼성생명,130,1.21,OK
226490,KODEX 코스피,9,207940,삼성바이오로직스,30,1.20,OK
226490,KODEX 코스피,10,028260,삼성물산,108,1.11,OK
479080,1Q 머니마켓액티브,,,,,,EMPTY_NO_TABLE
252670,KODEX 200선물인버스2X,1,114800,KODEX 인버스,"1,858",24.11,OK
446720,SOL 미국배당다우존스,,,,,,EMPTY_NO_TABLE
449450,PLUS K방산,1,012450,한화에어로스페이스,237,20.84,OK
449450,PLUS K방산,2,064350,현대로템,"1,225",19.57,OK
449450,PLUS K방산,3,042660,한화오션,"2,301",17.04,OK
449450,PLUS K방산,4,047810,한국항공우주,"1,194",16.10,OK
449450,PLUS K방산,5,079550,LIG디펜스앤에어로스페이스,228,15.53,OK
449450,PLUS K방산,6,272210,한화시스템,"1,221",7.63,OK
449450,PLUS K방산,7,103140,풍산,296,1.75,OK
449450,PLUS K방산,8,077970,STX엔진,260,0.62,OK
449450,PLUS K방산,9,003570,SNT다이내믹스,164,0.56,OK
449450,PLUS K방산,10,484870,엠앤씨솔루션,117,0.28,OK
479520,RISE KOFR금리액티브(합성),,,,,,EMPTY_NO_TABLE
445290,KODEX 로봇액티브,1,005930,삼성전자,542,9.42,OK
445290,KODEX 로봇액티브,2,012330,현대모비스,248,8.26,OK
445290,KODEX 로봇액티브,3,108490,로보티즈,563,7.92,OK
445290,KODEX 로봇액티브,4,066570,LG전자,592,7.50,OK
445290,KODEX 로봇액티브,5,277810,레인보우로보틱스,234,6.63,OK
445290,KODEX 로봇액티브,6,307950,현대오토에버,210,6.28,OK
445290,KODEX 로봇액티브,7,005380,현대차,190,5.76,OK
445290,KODEX 로봇액티브,8,454910,두산로보틱스,"1,102",5.28,OK
445290,KODEX 로봇액티브,9,035420,NAVER,410,5.26,OK
445290,KODEX 로봇액티브,10,000660,SK하이닉스,35,4.41,OK
0117L0,KODEX 26-12 금융채(AA-이상)액티브,,,,,,EMPTY_NO_TABLE
495050,RISE 코리아밸류업,1,000660,SK하이닉스,182,20.36,OK
495050,RISE 코리아밸류업,2,005930,삼성전자,"1,037",16.00,OK
495050,RISE 코리아밸류업,3,402340,SK스퀘어,125,8.80,OK
495050,RISE 코리아밸류업,4,005380,현대차,185,4.98,OK
495050,RISE 코리아밸류업,5,105560,KB금융,412,4.65,OK
495050,RISE 코리아밸류업,6,055550,신한지주,558,3.67,OK
495050,RISE 코리아밸류업,7,000270,기아,331,2.88,OK
495050,RISE 코리아밸류업,8,086790,하나금융지주,338,2.72,OK
495050,RISE 코리아밸류업,9,012450,한화에어로스페이스,44,2.50,OK
495050,RISE 코리아밸류업,10,012330,현대모비스,84,2.48,OK
0139F0,TIGER 12월자동연장금융채(AA-이상)액티브,,,,,,EMPTY_NO_TABLE
237350,KODEX 코스피100,1,000660,SK하이닉스,730,30.95,OK
237350,KODEX 코스피100,2,005930,삼성전자,"5,152",30.13,OK
237350,KODEX 코스피100,3,402340,SK스퀘어,121,3.23,OK
237350,KODEX 코스피100,4,009150,삼성전기,73,2.16,OK
237350,KODEX 코스피100,5,005380,현대차,180,1.84,OK
237350,KODEX 코스피100,6,105560,KB금융,401,1.72,OK
237350,KODEX 코스피100,7,055550,신한지주,543,1.36,OK
237350,KODEX 코스피100,8,000270,기아,322,1.06,OK
237350,KODEX 코스피100,9,028260,삼성물산,127,1.05,OK
237350,KODEX 코스피100,10,086790,하나금융지주,328,1.00,OK
449180,KODEX 미국S&P500(H),,,,,,EMPTY_NO_TABLE
438100,ACE 미국나스닥100미국채혼합50액티브,1,367380,ACE 미국나스닥100,"14,400",-,OK
494300,KODEX 미국나스닥100데일리커버드콜OTM,,,,,,EMPTY_NO_TABLE
