etfCode,name,codeType,issuer,benchmarkName,detailScope,readinessScore,grade,assetClassEvidence,regionEvidence,sectorEvidence,strategyEvidence,dividendEvidence,holdingsCount,tagCount,hasLlmContribution,missingFields
0203R0,WON 중단기종합채권(A-이상)액티브,naver_internal_unresolved,,KAP 중단기 종합채권 총수익 지수(A-이상),thin,18,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
0203S0,WON 삼성전자현대차채권혼합50,naver_internal_unresolved,,KAP 삼성전자현대차채권혼합지수,thin,18,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
0204D0,KODEX 현대차로보틱스밸류체인TOP3플러스,naver_internal_unresolved,,Akros 현대차로보틱스 밸류체인 TOP3 플러스 지수 (PR),thin,18,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
0204S0,TIGER 코스닥액티브,naver_internal_unresolved,,코스닥,enriched,52,C,low,low,medium,medium,none,10,4,true,표준 KRX 코드|운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0206G0,1Q 현대차기아채권혼합50,naver_internal_unresolved,,KEDI 현대차&기아채권혼합50지수,thin,18,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
0207G0,SOL 우주항공밸류체인,naver_internal_unresolved,,Akros 우주항공밸류체인 지수(PR),enriched,48,C,low,low,medium,low,none,10,4,true,표준 KRX 코드|운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0207Z0,KIWOOM 미국우주데이터센터인프라,naver_internal_unresolved,,iSelect 미국 우주데이터센터인프라 지수,thin,18,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
0208N0,IBK 코스피액티브,naver_internal_unresolved,,코스피,enriched,52,C,low,low,medium,medium,none,10,3,true,표준 KRX 코드|운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0209D0,KODEX 전고체배터리ESS TOP2플러스,naver_internal_unresolved,,Akros 한국 전고체 배터리 ESS TOP2 플러스 지수(Price Return),enriched,48,C,low,low,medium,low,none,10,4,true,표준 KRX 코드|운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0209Z0,ACE 코리아AI전력TOP10,naver_internal_unresolved,,Akros 코리아 AI전력 TOP 10 지수 (시장가격),enriched,48,C,low,low,medium,low,none,10,4,true,표준 KRX 코드|운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0210A0,ACE K반도체TOP2+,naver_internal_unresolved,,KRX K-AI 반도체TOP2+ 지수,enriched,48,C,low,low,medium,low,none,10,4,true,표준 KRX 코드|운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0210E0,PLUS 200커버드콜액티브,naver_internal_unresolved,,코스피 200 위클리 고정 30% 커버드콜 지수,enriched,52,C,low,low,medium,medium,none,10,5,true,표준 KRX 코드|운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0216K0,KIWOOM 미국우주테크TOP2채권혼합50,naver_internal_unresolved,,Akros 미국 우주 Top 2 채권혼합 지수,thin,18,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
0216Z0,ACE K방산TOP5+,naver_internal_unresolved,,KRX K-AI 방산TOP5+ 지수,enriched,48,C,low,low,medium,low,none,10,4,true,표준 KRX 코드|운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
069500,KODEX 200,krx_numeric,삼성자산운용(주),코스피 200,enriched,71,B,medium,low,medium,medium,low,201,4,true,상품 설명·투자 목적|산업·국가 비중|실제 분배금 이력
069660,KIWOOM 200,krx_numeric,,코스피 200,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
091160,KODEX 반도체,krx_numeric,삼성자산운용(주),KRX 반도체,enriched,71,B,medium,low,medium,medium,low,36,4,true,상품 설명·투자 목적|산업·국가 비중|실제 분배금 이력
091170,KODEX 은행,krx_numeric,,KRX 은행,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
091180,KODEX 자동차,krx_numeric,,KRX 자동차,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
091220,TIGER 은행,krx_numeric,,KRX 은행,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
091230,TIGER 반도체,krx_numeric,,KRX 반도체,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
099140,KODEX 차이나H,krx_numeric,,Hang Seng China H,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
100910,KIWOOM KRX100,krx_numeric,,KRX 100,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
101280,KODEX 일본TOPIX100,krx_numeric,,TOPIX100,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
102110,TIGER 200,krx_numeric,미래에셋자산운용(주),코스피 200,enriched,71,B,medium,low,medium,medium,low,200,4,true,상품 설명·투자 목적|산업·국가 비중|실제 분배금 이력
102780,KODEX 삼성그룹,krx_numeric,,삼성그룹,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
102960,KODEX 기계장비,krx_numeric,,KRX 기계장비,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
102970,KODEX 증권,krx_numeric,,KRX 증권,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
104520,KIWOOM 블루칩,krx_numeric,,MKF 블루칩,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
104530,KIWOOM 코리아고배당,krx_numeric,,MKF 웰스 고배당20,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
105010,TIGER 라틴35,krx_numeric,,BNY Latin America 35 ADR,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
105190,ACE 200,krx_numeric,,코스피 200,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
105780,RISE 5대그룹주,krx_numeric,,MKF 5대그룹주,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
108450,ACE 삼성그룹섹터가중,krx_numeric,,MKF SAMs SW,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
108590,TREX 200,krx_numeric,,코스피 200,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
114100,RISE 국고채3년,krx_numeric,,KTB INDEX(시장가격),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
114260,KODEX 국고채3년,krx_numeric,,MKF 국고채지수(총수익),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
114460,ACE 국고채3년,krx_numeric,,KTB INDEX(시장가격),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
114470,KIWOOM 국고채3년,krx_numeric,,KTB INDEX(시장가격),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
114800,KODEX 인버스,krx_numeric,삼성자산운용(주),코스피 200 선물인버스 지수,enriched,80,A,medium,low,medium,medium,low,2,5,true,상품 설명·투자 목적|산업·국가 비중|실제 분배금 이력
114820,TIGER 국채3년,krx_numeric,,KTB INDEX(시장가격),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
117460,KODEX 에너지화학,krx_numeric,,KRX 에너지화학,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
117680,KODEX 철강,krx_numeric,,KRX 철강,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
117690,TIGER 차이나항셍30,krx_numeric,,Hang Seng China (Hong Kong-listed) 30 Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
117700,KODEX 건설,krx_numeric,,KRX 건설,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
122090,PLUS 코스피50,krx_numeric,,코스피 50,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
122260,KIWOOM 통안채1년,krx_numeric,,MK 통안채지수(총수익),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
122630,KODEX 레버리지,krx_numeric,삼성자산운용(주),코스피 200 레버리지지수,enriched,75,A,medium,low,medium,medium,low,210,5,true,상품 설명·투자 목적|산업·국가 비중|실제 분배금 이력
123310,TIGER 인버스,krx_numeric,,코스피 200 선물지수,thin,23,D,low,low,low,low,none,0,5,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
123320,TIGER 레버리지,krx_numeric,,코스피 200,enriched,57,B,low,low,medium,medium,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
130680,TIGER 원유선물Enhanced(H),krx_numeric,,S&P GSCI Crude Oil Enhanced Index ER,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
130730,KIWOOM 단기자금,krx_numeric,,MK 머니마켓 지수(총수익),thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
131890,ACE 삼성그룹동일가중,krx_numeric,,MKF SAMs EW 지수,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
132030,KODEX 골드선물(H),krx_numeric,삼성자산운용(주),S&P GSCI Gold Index(TR),enriched,55,B,medium,low,low,medium,low,0,3,true,상품 설명·투자 목적|구성종목|산업·국가 비중|실제 분배금 이력
133690,TIGER 미국나스닥100,krx_numeric,미래에셋자산운용(주),NASDAQ 100,enriched,51,C,medium,low,low,medium,low,0,4,true,상품 설명·투자 목적|구성종목|산업·국가 비중|실제 분배금 이력
136340,RISE 중기우량회사채,krx_numeric,,KOBI 크레딧 지수(총수익),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
137610,TIGER 농산물선물Enhanced(H),krx_numeric,,S&P GSCI Agriculture Enhanced Index(ER),thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
138230,KIWOOM 미국달러선물,krx_numeric,,미국달러선물지수,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
138520,TIGER 삼성그룹,krx_numeric,,MKF SAMs FW,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
138530,TIGER LG그룹플러스,krx_numeric,,MKF LG그룹+ FW,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
138540,TIGER 현대차그룹플러스,krx_numeric,,MKF 현대차그룹+ FW,enriched,53,C,low,low,medium,low,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
138910,KODEX 구리선물(H),krx_numeric,,S&P GSCI North American Copper Index(TR),thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
138920,KODEX 콩선물(H),krx_numeric,,S&P GSCI Soybeans Index(TR),thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
139220,TIGER 200 건설,krx_numeric,,코스피 200 건설,enriched,53,C,low,low,medium,low,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
139230,TIGER 200 중공업,krx_numeric,,코스피 200 중공업,enriched,53,C,low,low,medium,low,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
139240,TIGER 200 철강소재,krx_numeric,,코스피 200 철강/소재,enriched,53,C,low,low,medium,low,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
139250,TIGER 200 에너지화학,krx_numeric,,코스피 200 에너지/화학,enriched,53,C,low,low,medium,low,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
139260,TIGER 200 IT,krx_numeric,,코스피 200 정보기술,enriched,53,C,low,low,medium,low,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
139270,TIGER 200 금융,krx_numeric,,코스피 200 금융,enriched,53,C,low,low,medium,low,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
139280,TIGER 경기방어,krx_numeric,,코스피 200 경기방어소비재,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
139290,TIGER 200 경기소비재,krx_numeric,,코스피 200 경기소비재,enriched,53,C,low,low,medium,low,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
139320,TIGER 금은선물(H),krx_numeric,,S&P GSCI Precious Metals Index(TR),thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
139660,KIWOOM 미국달러선물인버스,krx_numeric,,미국달러선물지수,thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
140570,RISE 수출주,krx_numeric,,MKF 수출주 지수,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
140580,RISE 우량업종대표주,krx_numeric,,MKF 우량업종대표주 지수,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
140700,KODEX 보험,krx_numeric,,KRX 보험,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
140710,KODEX 운송,krx_numeric,,KRX 운송,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
140950,파워 코스피100,krx_numeric,,코스피 100,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
143850,TIGER 미국S&P500선물(H),krx_numeric,,S&P 500 Futures Index(ER),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
143860,TIGER 헬스케어,krx_numeric,,KRX 헬스케어,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
144600,KODEX 은선물(H),krx_numeric,,S&P GSCI Silver Index(TR),thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
145670,ACE 인버스,krx_numeric,,코스피 200 선물지수,enriched,57,B,low,low,medium,medium,none,2,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
145850,TREX 펀더멘탈 200,krx_numeric,,FnGuide-RAFI 코리아200 지수,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
147970,TIGER 모멘텀,krx_numeric,,FnGuide 모멘텀 지수,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
148020,RISE 200,krx_numeric,,코스피 200,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
148070,KIWOOM 국고채10년,krx_numeric,,KIS 10년 국고채 지수 (총수익),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
150460,TIGER 중국소비테마,krx_numeric,,FnGuide 중국내수테마 지수,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
152100,PLUS 200,krx_numeric,,코스피 200,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
152380,KODEX 국채선물10년,krx_numeric,,10년국채선물지수,thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
152500,ACE 레버리지,krx_numeric,,코스피 200,enriched,57,B,low,low,medium,medium,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
152870,파워 200,krx_numeric,,코스피 200,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
153130,KODEX 단기채권,krx_numeric,,KRW Cash 지수(총수익),thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
153270,KIWOOM 코스피100,krx_numeric,,코스피 100,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
156080,KODEX MSCI Korea,krx_numeric,,MSCI Korea Index,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
157450,TIGER 단기통안채,krx_numeric,,KIS MSB 6M(총수익),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
157490,TIGER 소프트웨어,krx_numeric,,FnGuide 소프트웨어 지수,enriched,53,C,low,low,medium,low,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
157500,TIGER 증권,krx_numeric,,FnGuide 증권 지수,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
159800,마이티 코스피100,krx_numeric,,코스피 100,enriched,53,C,low,low,medium,low,none,10,3,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
160580,TIGER 구리실물,krx_numeric,,S&P GSCI Cash Copper Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
161510,PLUS 고배당주,krx_numeric,,FnGuide 배당주 지수,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
166400,TIGER 200커버드콜OTM,krx_numeric,,코스피 200 커버드콜 5% OTM,enriched,57,B,low,low,medium,medium,none,10,5,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
167860,KIWOOM 국고채10년레버리지,krx_numeric,,KIS 10년 국고채 지수 (총수익),thin,23,D,low,low,low,low,none,0,5,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
168580,ACE 중국본토CSI300,krx_numeric,,CSI 300 Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
169950,KODEX 차이나A50,krx_numeric,,FTSE China A50 Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
174350,TIGER 로우볼,krx_numeric,,FnGuide Low Vol 지수,enriched,53,C,low,low,medium,low,none,10,4,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
174360,RISE 중국본토대형주CSI100,krx_numeric,,CSI A100,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
176950,KODEX 국채선물10년인버스,krx_numeric,,10년국채선물지수,thin,23,D,low,low,low,low,none,0,5,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
181480,ACE 미국부동산리츠(합성 H),krx_numeric,,Dow Jones U.S. Real Estate Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
182480,TIGER 미국MSCI리츠(합성 H),krx_numeric,,MSCI US REIT Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
182490,TIGER 단기선진하이일드(합성 H),krx_numeric,,Markit iBoxx USD Liquid High Yield 0-5 year 지수,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
183700,RISE 200채권혼합50,krx_numeric,,코스피 200 KTB 혼합지수,thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
183710,RISE 주식혼합,krx_numeric,,주식국채혼합(주식형)지수,thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
185680,KODEX 미국S&P바이오(합성),krx_numeric,,S&P Biotechnology Select Industry Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
189400,PLUS 글로벌MSCI(합성 H),krx_numeric,,MSCI ACWI Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
190620,ACE 단기통안채,krx_numeric,,KIS MSB 단기지수(총수익),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
192090,TIGER 차이나CSI300,krx_numeric,,CSI 300 Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
192720,파워 고배당저변동성,krx_numeric,,코스피 200 고배당지수,enriched,53,C,low,low,medium,low,none,10,6,true,운용사|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
195920,TIGER 일본TOPIX(합성 H),krx_numeric,,TOPIX,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
195930,TIGER 유로스탁스50(합성 H),krx_numeric,,EURO STOXX 50 Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
195970,PLUS 선진국MSCI(합성 H),krx_numeric,,MSCI EAFE Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
195980,PLUS 신흥국MSCI(합성 H),krx_numeric,,MSCI EM Index,thin,23,D,low,low,low,low,none,0,3,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
196030,ACE 일본TOPIX레버리지(H),krx_numeric,,TOPIX,thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
196230,RISE 단기통안채,krx_numeric,,KIS 통안채 5개월 지수(총수익),thin,23,D,low,low,low,low,none,0,4,false,상세 메타데이터|운용사|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력|필드별 출처
